,artist,rank,title,week
4448,Mobb Deep,24,Hit It From The Back,9--
4449,Spice 1,25,Trigga Gots No Heart,9--
4450,Boss,1,Deeper,5--
4451,Kam,2,Peace Treaty,5--
4452,Pete Rock & C.L. Smooth,3,Lots Of Lovin,5--
4453,The Flavor Unit MC's,4,Roll Wit Tha Flavor,5--
4454,Da Youngsta's,5,Crewz Pop,5--
4455,The Pharcyde,6,Passin' Me By,5--
4456,Heavy D & The Boyz,7,Truthful,5--
4457,Illegal,8,We Getz Buzy,5--
4458,Tim Dog,9,I Get Wrecked,5--
4459,Trends Of Culture,10,Off & On,5--
4460,Funkdoobiest,11,Bow Wow Wow,5--
4461,Geto Boys,12,Six Feet Deep,5--
4462,Prince Markie Dee And The Soul Convention,13,Typical Reasons (Swing My Way),5--
4463,Big Daddy Kane,14,How U Get A Record Deal,5--
4464,Showbiz & A.G.,15,Bounce Ta This,5--
4465,95 South,16,"Whoot, There It Is",5--
4466,Run-D.M.C.,17,Down With The King,5--
4467,Intelligent Hoodlum,18,The Posse (Shoot'Em Up),5--
4468,LL Cool J,19,How I'm Comin',5--
4469,Digable Planets,20,Where I'm From,5--
4470,Spice 1,21,Trigga Gots No Heart,5--
4471,Onyx,22,Slam,5--
4472,Ice Cube,23,It Was A Good Day,5--
4473,Mobb Deep,24,Hit It From The Back,5--
4474,Shabba Ranks/Queen Latifah,25,What'Cha Gonna Do?,5--
4475,Boss,1,Deeper,2--
4476,Pete Rock & C.L. Smooth,2,Lots Of Lovin,2--
4477,Da Youngsta's,3,Crewz Pop,2--
4478,The Pharcyde,4,Passin' Me By,2--
4479,The Flavor Unit MC's,5,Roll Wit Tha Flavor,2--
4480,Illegal,6,We Getz Buzy,2--
4481,Heavy D & The Boyz,7,Truthful,2--
4482,Geto Boys,8,Six Feet Deep,2--
4483,Big Daddy Kane,9,How U Get A Record Deal,2--
4484,Kam,10,Peace Treaty,2--
4485,95 South,11,"Whoot, There It Is",2--
4486,Onyx,12,Slam,2--
4487,Intelligent Hoodlum,13,The Posse (Shoot'Em Up),2--
4488,Spice 1,14,Trigga Gots No Heart,2--
4489,Showbiz & A.G.,15,Bounce Ta This,2--
4490,Funkdoobiest,16,Bow Wow Wow,2--
4491,Digable Planets,17,Where I'm From,2--
4492,Tim Dog,18,I Get Wrecked,2--
4493,Shabba Ranks/Queen Latifah,19,What'Cha Gonna Do?,2--
4494,Mobb Deep,20,Hit It From The Back,2--
4495,Trends Of Culture,21,Off & On,2--
4496,Prince Markie Dee And The Soul Convention,22,Typical Reasons (Swing My Way),2--
4497,Run-D.M.C.,23,Down With The King,2--
4498,Positive K,24,Ain't No Crime,2--
4499,Yo-Yo,25,Bonnie & Clyde/IBWin' Wit My Crewin',2--
4500,Illegal,1,We Getz Buzy,9--
4501,Pete Rock & C.L. Smooth,2,Lots Of Lovin,9--
4502,Da Youngsta's,3,Crewz Pop,9--
4503,The Pharcyde,4,Passin' Me By,9--
4504,Geto Boys,5,Six Feet Deep,9--
4505,Boss,6,Deeper,9--
4506,Heavy D & The Boyz,7,Truthful,9--
4507,Big Daddy Kane,8,How U Get A Record Deal,9--
4508,Onyx,9,Slam,9--
4509,95 South,10,"Whoot, There It Is",9--
4510,Spice 1,11,Trigga Gots No Heart,9--
4511,The Flavor Unit MC's,12,Roll Wit Tha Flavor,9--
4512,Intelligent Hoodlum,13,The Posse (Shoot'Em Up),9--
4513,Shabba Ranks/Queen Latifah,14,What'Cha Gonna Do?,9--
4514,Digable Planets,15,Where I'm From,9--
4515,Showbiz & A.G.,16,Bounce Ta This,9--
4516,Dr. Dre,17,Dre Day,9--
4517,Yo-Yo,18,Bonnie & Clyde/IBWin' Wit My Crewin',9--
4518,Mobb Deep,19,Hit It From The Back,9--
4519,The Beatnuts,20,Reign Of The Tec,9--
4520,Positive K,21,Ain't No Crime,9--
4521,Kam,22,Peace Treaty,9--
4522,Funkdoobiest,23,Bow Wow Wow,9--
4523,Erick Sermon,24,Hittin' Switches,9--
4524,Ice Cube,25,It Was A Good Day,9--
4525,Illegal,1,We Getz Buzy,6--
4526,Pete Rock & C.L. Smooth,2,Lots Of Lovin,6--
4527,Da Youngsta's,3,Crewz Pop,6--
4528,The Pharcyde,4,Passin' Me By,6--
4529,Geto Boys,5,Six Feet Deep,6--
4530,Onyx,6,Slam,6--
4531,Big Daddy Kane,7,How U Get A Record Deal,6--
4532,95 South,8,"Whoot, There It Is",6--
4533,Heavy D & The Boyz,9,Truthful,6--
4534,Spice 1,10,Trigga Gots No Heart,6--
4535,Boss,11,Deeper,6--
4536,Digable Planets,12,Where I'm From,6--
4537,Intelligent Hoodlum,13,The Posse (Shoot'Em Up),6--
4538,Yo-Yo,14,Bonnie & Clyde/IBWin' Wit My Crewin',6--
4539,The Beatnuts,15,Reign Of The Tec,6--
4540,Shabba Ranks/Queen Latifah,16,What'Cha Gonna Do?,6--
4541,Dr. Dre,17,Dre Day,6--
4542,Mobb Deep,18,Hit It From The Back,6--
4543,Positive K,19,Ain't No Crime,6--
4544,Erick Sermon,20,Hittin' Switches,6--
4545,Rodney O & Joe Cooley,21,Humps For The Blvd.,6--
4546,The Flavor Unit MC's,22,Roll Wit Tha Flavor,6--
4547,Jungle Brothers,23,40 Below Trooper/All I Think...,6--
4548,Tag Team,24,Whoomp! (There It Is),6--
4549,Lin Que,25,This Is It/Rip It Up,6--
4550,Pete Rock & C.L. Smooth,1,Lots Of Lovin,3--
4551,The Pharcyde,2,Passin' Me By,3--
4552,Geto Boys,3,Six Feet Deep,3--
4553,Onyx,4,Slam,3--
4554,95 South,5,"Whoot, There It Is",3--
4555,Illegal,6,We Getz Buzy,3--
4556,Da Youngsta's,7,Crewz Pop,3--
4557,Big Daddy Kane,8,How U Get A Record Deal,3--
4558,Spice 1,9,Trigga Gots No Heart,3--
4559,Yo-Yo,10,Bonnie & Clyde/IBWin' Wit My Crewin',3--
4560,The Beatnuts,11,Reign Of The Tec,3--
4561,Digable Planets,12,Where I'm From,3--
4562,Dr. Dre,13,Dre Day,3--
4563,Erick Sermon,14,Hittin' Switches,3--
4564,Boss,15,Deeper,3--
4565,Positive K,16,Ain't No Crime,3--
4566,Jungle Brothers,17,40 Below Trooper/All I Think...,3--
4567,Heavy D & The Boyz,18,Truthful,3--
4568,Shabba Ranks/Queen Latifah,19,What'Cha Gonna Do?,3--
4569,Rodney O & Joe Cooley,20,Humps For The Blvd.,3--
4570,Lin Que,21,This Is It/Rip It Up,3--
4571,Tag Team,22,Whoomp! (There It Is),3--
4572,Intelligent Hoodlum,23,The Posse (Shoot'Em Up),3--
4573,LL Cool J,24,Back Seat (Of My Jeep)/Pink Cookies...,3--
4574,Redman,25,Tonights Da Night,3--
4575,The Pharcyde,1,Passin' Me By,0--
4576,Onyx,2,Slam,0--
4577,Geto Boys,3,Six Feet Deep,0--
4578,95 South,4,"Whoot, There It Is",0--
4579,Yo-Yo,5,Bonnie & Clyde/IBWin' Wit My Crewin',0--
4580,Pete Rock & C.L. Smooth,6,Lots Of Lovin,0--
4581,Digable Planets,7,Where I'm From,0--
4582,The Beatnuts,8,Reign Of The Tec,0--
4583,Jungle Brothers,9,40 Below Trooper/All I Think...,0--
4584,Spice 1,10,Trigga Gots No Heart,0--
4585,Illegal,11,We Getz Buzy,0--
4586,Rodney O & Joe Cooley,12,Humps For The Blvd.,0--
4587,Dr. Dre,13,Dre Day,0--
4588,LL Cool J,14,Back Seat (Of My Jeep)/Pink Cookies...,0--
4589,Da Youngsta's,15,Crewz Pop,0--
4590,MC Lyte,16,Ruffneck,0--
4591,Big Daddy Kane,17,How U Get A Record Deal,0--
4592,Tag Team,18,Whoomp! (There It Is),0--
4593,Lin Que,19,This Is It/Rip It Up,0--
4594,Erick Sermon,20,Hittin' Switches,0--
4595,Cypress Hill,21,Insane In The Brain,0--
4596,Redman,22,Tonights Da Night,0--
4597,Lords Of The Underground,23,Chief Rocka,0--
4598,General Grant,24,D-Shot Call,0--
4599,Boss,25,Deeper,0--
4600,Onyx,1,Slam,7--
4601,Geto Boys,2,Six Feet Deep,7--
4602,95 South,3,"Whoot, There It Is",7--
4603,Yo-Yo,4,Bonnie & Clyde/IBWin' Wit My Crewin',7--
4604,The Pharcyde,5,Passin' Me By,7--
4605,The Beatnuts,6,Reign Of The Tec,7--
4606,Cypress Hill,7,Insane In The Brain,7--
4607,Jungle Brothers,8,40 Below Trooper/All I Think...,7--
4608,MC Lyte,9,Ruffneck,7--
4609,LL Cool J,10,Back Seat (Of My Jeep)/Pink Cookies...,7--
4610,Digable Planets,11,Where I'm From,7--
4611,Rodney O & Joe Cooley,12,Humps For The Blvd.,7--
4612,Dr. Dre,13,Dre Day,7--
4613,Pete Rock & C.L. Smooth,14,Lots Of Lovin,7--
4614,Tag Team,15,Whoomp! (There It Is),7--
4615,Lin Que,16,This Is It/Rip It Up,7--
4616,Spice 1,17,Trigga Gots No Heart,7--
4617,Lords Of The Underground,18,Chief Rocka,7--
4618,Erick Sermon,19,Hittin' Switches,7--
4619,Biz Markie,20,Let Me Turn You On,7--
4620,Redman,21,Tonights Da Night,7--
4621,General Grant,22,D-Shot Call,7--
4622,Illegal,23,We Getz Buzy,7--
4623,2Pac,24,I Get Around,7--
4624,Kool G Rap & D.J. Polo,25,On The Run,7--
4625,Onyx,1,Slam,4--
4626,Yo-Yo,2,Bonnie & Clyde/IBWin' Wit My Crewin',4--
4627,95 South,3,"Whoot, There It Is",4--
4628,Cypress Hill,4,Insane In The Brain,4--
4629,Geto Boys,5,Six Feet Deep,4--
4630,Jungle Brothers,6,40 Below Trooper/All I Think...,4--
4631,MC Lyte,7,Ruffneck,4--
4632,The Beatnuts,8,Reign Of The Tec,4--
4633,LL Cool J,9,Back Seat (Of My Jeep)/Pink Cookies...,4--
4634,The Pharcyde,10,Passin' Me By,4--
4635,Rodney O & Joe Cooley,11,Humps For The Blvd.,4--
4636,Lin Que,12,This Is It/Rip It Up,4--
4637,Lords Of The Underground,13,Chief Rocka,4--
4638,Tag Team,14,Whoomp! (There It Is),4--
4639,Dr. Dre,15,Dre Day,4--
4640,Biz Markie,16,Let Me Turn You On,4--
4641,2Pac,17,I Get Around,4--
4642,General Grant,18,D-Shot Call,4--
4643,Digable Planets,19,Where I'm From,4--
4644,Redman,20,Tonights Da Night,4--
4645,Trique-Dik-Slik,21,Euphoria,4--
4646,Kool G Rap & D.J. Polo,22,On The Run,4--
4647,Pete Rock & C.L. Smooth,23,Lots Of Lovin,4--
4648,Luke,24,Work It Out,4--
4649,Knucklehedz,25,All She Wanted/Hed Rush,4--
4650,Yo-Yo,1,Bonnie & Clyde/IBWin' Wit My Crewin',1--
4651,Cypress Hill,2,Insane In The Brain,1--
4652,Jungle Brothers,3,40 Below Trooper/All I Think...,1--
4653,MC Lyte,4,Ruffneck,1--
4654,Onyx,5,Slam,1--
4655,95 South,6,"Whoot, There It Is",1--
4656,LL Cool J,7,Back Seat (Of My Jeep)/Pink Cookies...,1--
4657,The Beatnuts,8,Reign Of The Tec,1--
4658,Geto Boys,9,Six Feet Deep,1--
4659,Lords Of The Underground,10,Chief Rocka,1--
4660,Rodney O & Joe Cooley,11,Humps For The Blvd.,1--
4661,Lin Que,12,This Is It/Rip It Up,1--
4662,Biz Markie,13,Let Me Turn You On,1--
4663,2Pac,14,I Get Around,1--
4664,Tag Team,15,Whoomp! (There It Is),1--
4665,Luke,16,Work It Out,1--
4666,General Grant,17,D-Shot Call,1--
4667,The Pharcyde,18,Passin' Me By,1--
4668,Kool G Rap & D.J. Polo,19,On The Run,1--
4669,Trique-Dik-Slik,20,Euphoria,1--
4670,Dr. Dre,21,Dre Day,1--
4671,Knucklehedz,22,All She Wanted/Hed Rush,1--
4672,M.C. Breed,23,Gotta Get Mine,1--
4673,Souls Of Mischief,24,That's When Ya Lost,1--
4674,Intelligent Hoodlum,25,Grand Groove/At Large,1--
4675,Cypress Hill,1,Insane In The Brain,7--
4676,Jungle Brothers,2,40 Below Trooper/All I Think...,7--
4677,MC Lyte,3,Ruffneck,7--
4678,Yo-Yo,4,Bonnie & Clyde/IBWin' Wit My Crewin',7--
4679,LL Cool J,5,Back Seat (Of My Jeep)/Pink Cookies...,7--
4680,Lords Of The Underground,6,Chief Rocka,7--
4681,Onyx,7,Slam,7--
4682,95 South,8,"Whoot, There It Is",7--
4683,Biz Markie,9,Let Me Turn You On,7--
4684,Rodney O & Joe Cooley,10,Humps For The Blvd.,7--
4685,2Pac,11,I Get Around,7--
4686,Lin Que,12,This Is It/Rip It Up,7--
4687,Tag Team,13,Whoomp! (There It Is),7--
4688,Intelligent Hoodlum,14,Grand Groove/At Large,7--
4689,M.C. Breed,15,Gotta Get Mine,7--
4690,Luke,16,Work It Out,7--
4691,Knucklehedz,17,All She Wanted/Hed Rush,7--
4692,Kris Kross Featuring Supercat,18,Alright,7--
4693,Trique-Dik-Slik,19,Euphoria,7--
4694,General Grant,20,D-Shot Call,7--
4695,Ice Cube Featuring Das EFX,21,Check Yo Self,7--
4696,Geto Boys,22,Six Feet Deep,7--
4697,Scarface,23,Let Me Roll,7--
4698,Kool G Rap & D.J. Polo,24,On The Run,7--
4699,The Beatnuts,25,Reign Of The Tec,7--
4700,Cypress Hill,1,Insane In The Brain,4--
4701,Jungle Brothers,2,40 Below Trooper/All I Think...,4--
4702,MC Lyte,3,Ruffneck,4--
4703,LL Cool J,4,Back Seat (Of My Jeep)/Pink Cookies...,4--
4704,Lords Of The Underground,5,Chief Rocka,4--
4705,Yo-Yo,6,Bonnie & Clyde/IBWin' Wit My Crewin',4--
4706,Biz Markie,7,Let Me Turn You On,4--
4707,2Pac,8,I Get Around,4--
4708,Ice Cube Featuring Das EFX,9,Check Yo Self,4--
4709,Kris Kross Featuring Supercat,10,Alright,4--
4710,Onyx,11,Slam,4--
4711,Intelligent Hoodlum,12,Grand Groove/At Large,4--
4712,95 South,13,"Whoot, There It Is",4--
4713,M.C. Breed,14,Gotta Get Mine,4--
4714,Scarface,15,Let Me Roll,4--
4715,Knucklehedz,16,All She Wanted/Hed Rush,4--
4716,Trique-Dik-Slik,17,Euphoria,4--
4717,Rodney O & Joe Cooley,18,Humps For The Blvd.,4--
4718,Tag Team,19,Whoomp! (There It Is),4--
4719,Mista Grimm,20,Indo Smoke,4--
4720,Lin Que,21,This Is It/Rip It Up,4--
4721,Luke,22,Work It Out,4--
4722,Kool G Rap & D.J. Polo,23,On The Run,4--
4723,Boss,24,Recipe Of A Hoe,4--
4724,Fat Joe,25,Flow Joe,4--
4725,Cypress Hill,1,Insane In The Brain,1--
4726,MC Lyte,2,Ruffneck,1--
4727,LL Cool J,3,Back Seat (Of My Jeep)/Pink Cookies...,1--
4728,Ice Cube Featuring Das EFX,4,Check Yo Self,1--
4729,Lords Of The Underground,5,Chief Rocka,1--
4730,Kris Kross Featuring Supercat,6,Alright,1--
4731,Jungle Brothers,7,40 Below Trooper/All I Think...,1--
4732,2Pac,8,I Get Around,1--
4733,Scarface,9,Let Me Roll,1--
4734,Intelligent Hoodlum,10,Grand Groove/At Large,1--
4735,Knucklehedz,11,All She Wanted/Hed Rush,1--
4736,M.C. Breed,12,Gotta Get Mine,1--
4737,Yo-Yo,13,Bonnie & Clyde/IBWin' Wit My Crewin',1--
4738,Fat Joe,14,Flow Joe,1--
4739,Onyx,15,Slam,1--
4740,Mista Grimm,16,Indo Smoke,1--
4741,Boss,17,Recipe Of A Hoe,1--
4742,95 South,18,"Whoot, There It Is",1--
4743,Tag Team,19,Whoomp! (There It Is),1--
4744,Biz Markie,20,Let Me Turn You On,1--
4745,Wu-Tang Clan,21,Method Man,1--
4746,Fu-Schnickens W/ Shaquille O'Neal,22,What's Up Doc?,1--
4747,Poizon Posse,23,This Is It Y'All,1--
4748,Rumpletilskinz,24,Attitudes,1--
4749,Rodney O & Joe Cooley,25,Humps For The Blvd.,1--
4750,MC Lyte,1,Ruffneck,8--
4751,LL Cool J,2,Back Seat (Of My Jeep)/Pink Cookies...,8--
4752,Ice Cube Featuring Das EFX,3,Check Yo Self,8--
4753,Cypress Hill,4,Insane In The Brain,8--
4754,Kris Kross Featuring Supercat,5,Alright,8--
4755,Lords Of The Underground,6,Chief Rocka,8--
4756,Scarface,7,Let Me Roll,8--
4757,Intelligent Hoodlum,8,Grand Groove/At Large,8--
4758,2Pac,9,I Get Around,8--
4759,M.C. Breed,10,Gotta Get Mine,8--
4760,Knucklehedz,11,All She Wanted/Hed Rush,8--
4761,Fat Joe,12,Flow Joe,8--
4762,Boss,13,Recipe Of A Hoe,8--
4763,Jungle Brothers,14,40 Below Trooper/All I Think...,8--
4764,Mista Grimm,15,Indo Smoke,8--
4765,Yo-Yo,16,Bonnie & Clyde/IBWin' Wit My Crewin',8--
4766,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",17,Very Special/Stop Shammin',8--
4767,Poizon Posse,18,This Is It Y'All,8--
4768,Onyx,19,Slam,8--
4769,95 South,20,"Whoot, There It Is",8--
4770,Tag Team,21,Whoomp! (There It Is),8--
4771,Fu-Schnickens W/ Shaquille O'Neal,22,What's Up Doc?,8--
4772,RBL Posse,23,Don't Give Me No Bammer,8--
4773,Young Black Teenagers,24,Roll W/ The Flavor,8--
4774,Biz Markie,25,Let Me Turn You On,8--
4775,Ice Cube Featuring Das EFX,1,Check Yo Self,4--
4776,Kris Kross Featuring Supercat,2,Alright,4--
4777,LL Cool J,3,Back Seat (Of My Jeep)/Pink Cookies...,4--
4778,MC Lyte,4,Ruffneck,4--
4779,Scarface,5,Let Me Roll,4--
4780,Lords Of The Underground,6,Chief Rocka,4--
4781,Intelligent Hoodlum,7,Grand Groove/At Large,4--
4782,Cypress Hill,8,Insane In The Brain,4--
4783,M.C. Breed,9,Gotta Get Mine,4--
4784,2Pac,10,I Get Around,4--
4785,Fat Joe,11,Flow Joe,4--
4786,Knucklehedz,12,All She Wanted/Hed Rush,4--
4787,Boss,13,Recipe Of A Hoe,4--
4788,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",14,Very Special/Stop Shammin',4--
4789,Mista Grimm,15,Indo Smoke,4--
4790,Funkdoobiest,16,The Funkiest/Freak Mode,4--
4791,RBL Posse,17,Don't Give Me No Bammer,4--
4792,Jungle Brothers,18,40 Below Trooper/All I Think...,4--
4793,Illegal,19,We Getz Buzy,4--
4794,The Almighty RSO,20,Badd Boyz,4--
4795,95 South,21,"Whoot, There It Is",4--
4796,Young Black Teenagers,22,Roll W/ The Flavor,4--
4797,Tag Team,23,Whoomp! (There It Is),4--
4798,Trends Of Culture,24,Valley Of The Skinz,4--
4799,Yo-Yo,25,Bonnie & Clyde/IBWin' Wit My Crewin',4--
4800,Kris Kross Featuring Supercat,1,Alright,1--
4801,Ice Cube Featuring Das EFX,2,Check Yo Self,1--
4802,Scarface,3,Let Me Roll,1--
4803,Lords Of The Underground,4,Chief Rocka,1--
4804,Intelligent Hoodlum,5,Grand Groove/At Large,1--
4805,LL Cool J,6,Back Seat (Of My Jeep)/Pink Cookies...,1--
4806,MC Lyte,7,Ruffneck,1--
4807,M.C. Breed,8,Gotta Get Mine,1--
4808,Fat Joe,9,Flow Joe,1--
4809,Boss,10,Recipe Of A Hoe,1--
4810,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",11,Very Special/Stop Shammin',1--
4811,2Pac,12,I Get Around,1--
4812,Cypress Hill,13,Insane In The Brain,1--
4813,Illegal,14,We Getz Buzy,1--
4814,Mista Grimm,15,Indo Smoke,1--
4815,RBL Posse,16,Don't Give Me No Bammer,1--
4816,Funkdoobiest,17,The Funkiest/Freak Mode,1--
4817,Trends Of Culture,18,Valley Of The Skinz,1--
4818,The Almighty RSO,19,Badd Boyz,1--
4819,Hoodratz,20,Bootlegga,1--
4820,Run-D.M.C.,21,"Ooh, Whatcha Gonna Do",1--
4821,Knucklehedz,22,All She Wanted/Hed Rush,1--
4822,Jazzy Jeff & The Fresh Prince,23,Boom! Shake The Room,1--
4823,Threat,24,Let The Dogs Loose,1--
4824,Young Black Teenagers,25,Roll W/ The Flavor,1--
4825,Kris Kross Featuring Supercat,1,Alright,8--
4826,Scarface,2,Let Me Roll,8--
4827,Intelligent Hoodlum,3,Grand Groove/At Large,8--
4828,Lords Of The Underground,4,Chief Rocka,8--
4829,Ice Cube Featuring Das EFX,5,Check Yo Self,8--
4830,M.C. Breed,6,Gotta Get Mine,8--
4831,Fat Joe,7,Flow Joe,8--
4832,Boss,8,Recipe Of A Hoe,8--
4833,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",9,Very Special/Stop Shammin',8--
4834,LL Cool J,10,Back Seat (Of My Jeep)/Pink Cookies...,8--
4835,Illegal,11,We Getz Buzy,8--
4836,MC Lyte,12,Ruffneck,8--
4837,2Pac,13,I Get Around,8--
4838,Mista Grimm,14,Indo Smoke,8--
4839,Trends Of Culture,15,Valley Of The Skinz,8--
4840,Cypress Hill,16,Insane In The Brain,8--
4841,RBL Posse,17,Don't Give Me No Bammer,8--
4842,Funkdoobiest,18,The Funkiest/Freak Mode,8--
4843,Hoodratz,19,Bootlegga,8--
4844,The Almighty RSO,20,Badd Boyz,8--
4845,Common Sense,21,Soul By The Pound,8--
4846,Threat,22,Let The Dogs Loose,8--
4847,Run-D.M.C.,23,"Ooh, Whatcha Gonna Do",8--
4848,Jazzy Jeff & The Fresh Prince,24,Boom! Shake The Room,8--
4849,Da Youngsta's,25,Iz U Wit Me,8--
4850,Intelligent Hoodlum,1,Grand Groove/At Large,5--
4851,Kris Kross Featuring Supercat,2,Alright,5--
4852,Lords Of The Underground,3,Chief Rocka,5--
4853,Scarface,4,Let Me Roll,5--
4854,Fat Joe,5,Flow Joe,5--
4855,M.C. Breed,6,Gotta Get Mine,5--
4856,Boss,7,Recipe Of A Hoe,5--
4857,Ice Cube Featuring Das EFX,8,Check Yo Self,5--
4858,Illegal,9,We Getz Buzy,5--
4859,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",10,Very Special/Stop Shammin',5--
4860,Trends Of Culture,11,Valley Of The Skinz,5--
4861,MC Lyte,12,Ruffneck,5--
4862,Mista Grimm,13,Indo Smoke,5--
4863,2Pac,14,I Get Around,5--
4864,Common Sense,15,Soul By The Pound,5--
4865,LL Cool J,16,Back Seat (Of My Jeep)/Pink Cookies...,5--
4866,RBL Posse,17,Don't Give Me No Bammer,5--
4867,Threat,18,Let The Dogs Loose,5--
4868,Hoodratz,19,Bootlegga,5--
4869,Funkdoobiest,20,The Funkiest/Freak Mode,5--
4870,Run-D.M.C.,21,"Ooh, Whatcha Gonna Do",5--
4871,Da Youngsta's,22,Iz U Wit Me,5--
4872,Onyx,23,Shifftee,5--
4873,Leaders Of The New School,24,What's Next?,5--
4874,Cypress Hill,25,Insane In The Brain,5--
4875,Lords Of The Underground,1,Chief Rocka,2--
4876,Scarface,2,Let Me Roll,2--
4877,Intelligent Hoodlum,3,Grand Groove/At Large,2--
4878,Fat Joe,4,Flow Joe,2--
4879,Illegal,5,We Getz Buzy,2--
4880,Boss,6,Recipe Of A Hoe,2--
4881,Kris Kross Featuring Supercat,7,Alright,2--
4882,M.C. Breed,8,Gotta Get Mine,2--
4883,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",9,Very Special/Stop Shammin',2--
4884,Trends Of Culture,10,Valley Of The Skinz,2--
4885,Ice Cube Featuring Das EFX,11,Check Yo Self,2--
4886,Mista Grimm,12,Indo Smoke,2--
4887,Common Sense,13,Soul By The Pound,2--
4888,Da Youngsta's,14,Iz U Wit Me,2--
4889,MC Lyte,15,Ruffneck,2--
4890,Onyx,16,Shifftee,2--
4891,Threat,17,Let The Dogs Loose,2--
4892,2Pac,18,I Get Around,2--
4893,Leaders Of The New School,19,What's Next?,2--
4894,Hoodratz,20,Bootlegga,2--
4895,RBL Posse,21,Don't Give Me No Bammer,2--
4896,Run-D.M.C.,22,"Ooh, Whatcha Gonna Do",2--
4897,Rumble,23,Safe/Booyaka! Booyaka!,2--
4898,Tha Alkaholiks,24,Make Room,2--
4899,Cypress Hill,25,Insane In The Brain,2--
4900,Illegal,1,We Getz Buzy,9--
4901,Fat Joe,2,Flow Joe,9--
4902,Boss,3,Recipe Of A Hoe,9--
4903,Lords Of The Underground,4,Chief Rocka,9--
4904,Scarface,5,Let Me Roll,9--
4905,Trends Of Culture,6,Valley Of The Skinz,9--
4906,Intelligent Hoodlum,7,Grand Groove/At Large,9--
4907,Kris Kross Featuring Supercat,8,Alright,9--
4908,Leaders Of The New School,9,What's Next?,9--
4909,M.C. Breed,10,Gotta Get Mine,9--
4910,Onyx,11,Shifftee,9--
4911,Common Sense,12,Soul By The Pound,9--
4912,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",13,Very Special/Stop Shammin',9--
4913,Da Youngsta's,14,Iz U Wit Me,9--
4914,Mista Grimm,15,Indo Smoke,9--
4915,Ice Cube Featuring Das EFX,16,Check Yo Self,9--
4916,Erick Sermon,17,Stay Real,9--
4917,2Pac,18,I Get Around,9--
4918,MC Lyte,19,Ruffneck,9--
4919,Hoodratz,20,Bootlegga,9--
4920,De La Soul,21,Breakadawn,9--
4921,Dr. Dre,22,Let Me Ride,9--
4922,Private Investigators,23,Mash Up The Mic,9--
4923,KRS-One,24,Outta Here,9--
4924,Tha Alkaholiks,25,Make Room,9--
4925,Fat Joe,1,Flow Joe,6--
4926,Illegal,2,We Getz Buzy,6--
4927,Boss,3,Recipe Of A Hoe,6--
4928,Trends Of Culture,4,Valley Of The Skinz,6--
4929,Leaders Of The New School,5,What's Next?,6--
4930,Onyx,6,Shifftee,6--
4931,Common Sense,7,Soul By The Pound,6--
4932,Scarface,8,Let Me Roll,6--
4933,Da Youngsta's,9,Iz U Wit Me,6--
4934,Erick Sermon,10,Stay Real,6--
4935,Lords Of The Underground,11,Chief Rocka,6--
4936,Kris Kross Featuring Supercat,12,Alright,6--
4937,Dr. Dre,13,Let Me Ride,6--
4938,Mista Grimm,14,Indo Smoke,6--
4939,Intelligent Hoodlum,15,Grand Groove/At Large,6--
4940,KRS-One,16,Outta Here,6--
4941,De La Soul,17,Breakadawn,6--
4942,M.C. Breed,18,Gotta Get Mine,6--
4943,Tha Alkaholiks,19,Make Room,6--
4944,George Clinton,20,Paint The White House Black,6--
4945,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",21,Very Special/Stop Shammin',6--
4946,Private Investigators,22,Mash Up The Mic,6--
4947,Ice Cube Featuring Das EFX,23,Check Yo Self,6--
4948,Poison Clan,24,Don't Sleep On A Hizzo,6--
4949,2Pac,25,I Get Around,6--
4950,Boss,1,Recipe Of A Hoe,3--
4951,Trends Of Culture,2,Valley Of The Skinz,3--
4952,Fat Joe,3,Flow Joe,3--
4953,Illegal,4,We Getz Buzy,3--
4954,Leaders Of The New School,5,What's Next?,3--
4955,Onyx,6,Shifftee,3--
4956,Erick Sermon,7,Stay Real,3--
4957,Dr. Dre,8,Let Me Ride,3--
4958,Common Sense,9,Soul By The Pound,3--
4959,KRS-One,10,Outta Here,3--
4960,George Clinton,11,Paint The White House Black,3--
4961,Tha Alkaholiks,12,Make Room,3--
4962,Mista Grimm,13,Indo Smoke,3--
4963,Kris Kross Featuring Supercat,14,Alright,3--
4964,Scarface,15,Let Me Roll,3--
4965,De La Soul,16,Breakadawn,3--
4966,Private Investigators,17,Mash Up The Mic,3--
4967,Poison Clan,18,Don't Sleep On A Hizzo,3--
4968,Lords Of The Underground,19,Chief Rocka,3--
4969,Nikki D,20,Freak Out,3--
4970,Salt-N-Pepa,21,Shoop,3--
4971,Da Youngsta's,22,Iz U Wit Me,3--
4972,2Pac,23,I Get Around,3--
4973,Souls Of Mischief,24,93 'til Infinity,3--
