,artist,rank,title,week
9813,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",14,"If I Could Change (From ""I'm Bout It"")",2--
9814,Coolio Featuring 40 Thevz,15,"C U When U Get There (From ""Nothing To Lose"")",2--
9815,Suga Free,16,If U Stay Ready,2--
9816,B-Rock & The Bizz,17,My Baby Daddy,2--
9817,DJ Kool,18,Let Me Clear My Throat,2--
9818,Twista,19,Emotions,2--
9819,The Whoridas,20,Talkin' Bout' Bank,2--
9820,MC Luscious Featuring Kinsui,21,Da' Dip,2--
9821,3X Krazy,22,Keep It On The Real,2--
9822,Foxy Brown Featuring Jay-Z,23,I'll Be,2--
9823,Jungle Brothers,24,Brain,2--
9824,OutKast,25,Jazzy Belle,2--
9825,Puff Daddy & Faith Evans Featuring 112,1,I'll Be Missing You,9--
9826,Scarface Featuring 2Pac & Johnny P,2,Smile,9--
9827,Bone Thugs-N-Harmony,3,Look Into My Eyes,9--
9828,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",4,Not Tonight,9--
9829,Rampage Featuring Billy Lawrence,5,Take It To The Streets,9--
9830,Warren G Featuring Ronald Isley,6,Smokin' Me Out,9--
9831,Wyclef Jean Featuring Refugee Allstars,7,We Trying To Stay Alive,9--
9832,Coolio Featuring 40 Thevz,8,"C U When U Get There (From ""Nothing To Lose"")",9--
9833,Freak Nasty,9,Da' Dip,9--
9834,CRU Featuring Slick Rick,10,Just Another Case,9--
9835,Tha Alkaholiks Featuring Ol' Dirty Bastard,11,Hip Hop Drunkies,9--
9836,Puff Daddy (Featuring Mase),12,Can't Nobody Hold Me Down,9--
9837,DJ Taz Featuring Raheem The Dream,13,That's Right,9--
9838,Magoo And Timbaland,14,Up Jumps Da Boogie,9--
9839,The Notorious B.I.G.,15,Hypnotize,9--
9840,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",16,"If I Could Change (From ""I'm Bout It"")",9--
9841,B-Rock & The Bizz,17,My Baby Daddy,9--
9842,Suga Free,18,If U Stay Ready,9--
9843,DJ Kool,19,Let Me Clear My Throat,9--
9844,Twista,20,Emotions,9--
9845,Foxy Brown Featuring Jay-Z,21,I'll Be,9--
9846,Born Jamericans,22,Yardcore,9--
9847,The Whoridas,23,Talkin' Bout' Bank,9--
9848,OutKast,24,Jazzy Belle,9--
9849,MC Luscious Featuring Kinsui,25,Da' Dip,9--
9850,Puff Daddy & Faith Evans Featuring 112,1,I'll Be Missing You,6--
9851,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",2,Not Tonight,6--
9852,Scarface Featuring 2Pac & Johnny P,3,Smile,6--
9853,Bone Thugs-N-Harmony,4,Look Into My Eyes,6--
9854,Rampage Featuring Billy Lawrence,5,Take It To The Streets,6--
9855,Magoo And Timbaland,6,Up Jumps Da Boogie,6--
9856,Coolio Featuring 40 Thevz,7,"C U When U Get There (From ""Nothing To Lose"")",6--
9857,Warren G Featuring Ronald Isley,8,Smokin' Me Out,6--
9858,Wyclef Jean Featuring Refugee Allstars,9,We Trying To Stay Alive,6--
9859,Tha Alkaholiks Featuring Ol' Dirty Bastard,10,Hip Hop Drunkies,6--
9860,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",11,"If I Could Change (From ""I'm Bout It"")",6--
9861,Freak Nasty,12,Da' Dip,6--
9862,CRU Featuring Slick Rick,13,Just Another Case,6--
9863,Puff Daddy (Featuring Mase),14,Can't Nobody Hold Me Down,6--
9864,DJ Taz Featuring Raheem The Dream,15,That's Right,6--
9865,The Notorious B.I.G.,16,Hypnotize,6--
9866,Suga Free,17,If U Stay Ready,6--
9867,DJ Kool,18,Let Me Clear My Throat,6--
9868,Twista,19,Emotions,6--
9869,B-Rock & The Bizz,20,My Baby Daddy,6--
9870,The Whoridas,21,Talkin' Bout' Bank,6--
9871,Royal Flush,22,Iced Down Medallions,6--
9872,MC Luscious Featuring Kinsui,23,Da' Dip,6--
9873,Foxy Brown Featuring Jay-Z,24,I'll Be,6--
9874,DFC,25,Listen (Five Minutes),6--
9875,Puff Daddy & Faith Evans Featuring 112,1,I'll Be Missing You,2--
9876,The Notorious B.I.G. Featuring Puff Daddy & Mase,2,Mo Money Mo Problems,2--
9877,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",3,Not Tonight,2--
9878,Bone Thugs-N-Harmony,4,Look Into My Eyes,2--
9879,Magoo And Timbaland,5,Up Jumps Da Boogie,2--
9880,Rampage Featuring Billy Lawrence,6,Take It To The Streets,2--
9881,Scarface Featuring 2Pac & Johnny P,7,Smile,2--
9882,Coolio Featuring 40 Thevz,8,"C U When U Get There (From ""Nothing To Lose"")",2--
9883,Warren G Featuring Ronald Isley,9,Smokin' Me Out,2--
9884,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",10,"If I Could Change (From ""I'm Bout It"")",2--
9885,Tha Alkaholiks Featuring Ol' Dirty Bastard,11,Hip Hop Drunkies,2--
9886,CRU Featuring Slick Rick,12,Just Another Case,2--
9887,Wyclef Jean Featuring Refugee Allstars,13,We Trying To Stay Alive,2--
9888,Freak Nasty,14,Da' Dip,2--
9889,DJ Taz Featuring Raheem The Dream,15,That's Right,2--
9890,Puff Daddy (Featuring Mase),16,Can't Nobody Hold Me Down,2--
9891,Suga Free,17,If U Stay Ready,2--
9892,The Notorious B.I.G.,18,Hypnotize,2--
9893,Royal Flush,19,Iced Down Medallions,2--
9894,DJ Kool,20,Let Me Clear My Throat,2--
9895,B-Rock & The Bizz,21,My Baby Daddy,2--
9896,Foxy Brown Featuring Jay-Z,22,I'll Be,2--
9897,Twista,23,Emotions,2--
9898,The Whoridas,24,Talkin' Bout' Bank,2--
9899,OutKast,25,Jazzy Belle,2--
9900,The Notorious B.I.G. Featuring Puff Daddy & Mase,1,Mo Money Mo Problems,9--
9901,Puff Daddy & Faith Evans Featuring 112,2,I'll Be Missing You,9--
9902,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",3,Not Tonight,9--
9903,Magoo And Timbaland,4,Up Jumps Da Boogie,9--
9904,Rampage Featuring Billy Lawrence,5,Take It To The Streets,9--
9905,Bone Thugs-N-Harmony,6,Look Into My Eyes,9--
9906,Scarface Featuring 2Pac & Johnny P,7,Smile,9--
9907,Coolio Featuring 40 Thevz,8,"C U When U Get There (From ""Nothing To Lose"")",9--
9908,Warren G Featuring Ronald Isley,9,Smokin' Me Out,9--
9909,Tha Alkaholiks Featuring Ol' Dirty Bastard,10,Hip Hop Drunkies,9--
9910,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",11,"If I Could Change (From ""I'm Bout It"")",9--
9911,CRU Featuring Slick Rick,12,Just Another Case,9--
9912,O.C. Featuring Yvette Michele,13,Far From Yours,9--
9913,DJ Taz Featuring Raheem The Dream,14,That's Right,9--
9914,Freak Nasty,15,Da' Dip,9--
9915,The Notorious B.I.G.,16,Hypnotize,9--
9916,Puff Daddy (Featuring Mase),17,Can't Nobody Hold Me Down,9--
9917,Wyclef Jean Featuring Refugee Allstars,18,We Trying To Stay Alive,9--
9918,Royal Flush,19,Iced Down Medallions,9--
9919,Nastyboy Klick Featuring Roger Troutman,20,Down For Yours,9--
9920,Suga Free,21,If U Stay Ready,9--
9921,DJ Kool,22,Let Me Clear My Throat,9--
9922,"Trapp, Tupac & Notorious B.I.G.",23,Be The Realist,9--
9923,B-Rock & The Bizz,24,My Baby Daddy,9--
9924,Twista,25,Emotions,9--
9925,The Notorious B.I.G. Featuring Puff Daddy & Mase,1,Mo Money Mo Problems,6--
9926,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",2,Not Tonight,6--
9927,Puff Daddy & Faith Evans Featuring 112,3,I'll Be Missing You,6--
9928,Magoo And Timbaland,4,Up Jumps Da Boogie,6--
9929,Rampage Featuring Billy Lawrence,5,Take It To The Streets,6--
9930,Bone Thugs-N-Harmony,6,Look Into My Eyes,6--
9931,Scarface Featuring 2Pac & Johnny P,7,Smile,6--
9932,Coolio Featuring 40 Thevz,8,"C U When U Get There (From ""Nothing To Lose"")",6--
9933,Foxy Brown Featuring Dru Hill,9,"Big Bad Mamma (From ""Def Jam's How To Be A Player"")",6--
9934,DJ Taz Featuring Raheem The Dream,10,That's Right,6--
9935,CRU Featuring Slick Rick,11,Just Another Case,6--
9936,O.C. Featuring Yvette Michele,12,Far From Yours,6--
9937,Warren G Featuring Ronald Isley,13,Smokin' Me Out,6--
9938,Freak Nasty,14,Da' Dip,6--
9939,Nastyboy Klick Featuring Roger Troutman,15,Down For Yours,6--
9940,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",16,"If I Could Change (From ""I'm Bout It"")",6--
9941,Tha Alkaholiks Featuring Ol' Dirty Bastard,17,Hip Hop Drunkies,6--
9942,"Trapp, Tupac & Notorious B.I.G.",18,Be The Realist,6--
9943,The Notorious B.I.G.,19,Hypnotize,6--
9944,Puff Daddy (Featuring Mase),20,Can't Nobody Hold Me Down,6--
9945,Wyclef Jean Featuring Refugee Allstars,21,We Trying To Stay Alive,6--
9946,DJ Kool,22,Let Me Clear My Throat,6--
9947,Royal Flush,23,Iced Down Medallions,6--
9948,Foxy Brown Featuring Jay-Z,24,I'll Be,6--
9949,Twista,25,Emotions,6--
9950,The Notorious B.I.G. Featuring Puff Daddy & Mase,1,Mo Money Mo Problems,3--
9951,Magoo And Timbaland,2,Up Jumps Da Boogie,3--
9952,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",3,Not Tonight,3--
9953,Puff Daddy & Faith Evans Featuring 112,4,I'll Be Missing You,3--
9954,Rampage Featuring Billy Lawrence,5,Take It To The Streets,3--
9955,Bone Thugs-N-Harmony,6,Look Into My Eyes,3--
9956,Coolio Featuring 40 Thevz,7,"C U When U Get There (From ""Nothing To Lose"")",3--
9957,Scarface Featuring 2Pac & Johnny P,8,Smile,3--
9958,Foxy Brown Featuring Dru Hill,9,"Big Bad Mamma (From ""Def Jam's How To Be A Player"")",3--
9959,DJ Taz Featuring Raheem The Dream,10,That's Right,3--
9960,The Whoridas,11,Talkin' Bout' Bank,3--
9961,Nastyboy Klick Featuring Roger Troutman,12,Down For Yours,3--
9962,O.C. Featuring Yvette Michele,13,Far From Yours,3--
9963,"Trapp, Tupac & Notorious B.I.G.",14,Be The Realist,3--
9964,CRU Featuring Slick Rick,15,Just Another Case,3--
9965,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",16,"If I Could Change (From ""I'm Bout It"")",3--
9966,Freak Nasty,17,Da' Dip,3--
9967,Tha Alkaholiks Featuring Ol' Dirty Bastard,18,Hip Hop Drunkies,3--
9968,Warren G Featuring Ronald Isley,19,Smokin' Me Out,3--
9969,Royal Flush,20,Iced Down Medallions,3--
9970,DJ Kool,21,Let Me Clear My Throat,3--
9971,The Notorious B.I.G.,22,Hypnotize,3--
9972,Puff Daddy (Featuring Mase),23,Can't Nobody Hold Me Down,3--
9973,Foxy Brown Featuring Jay-Z,24,I'll Be,3--
9974,Suga Free,25,If U Stay Ready,3--
9975,The Notorious B.I.G. Featuring Puff Daddy & Mase,1,Mo Money Mo Problems,0--
9976,Magoo And Timbaland,2,Up Jumps Da Boogie,0--
9977,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",3,Not Tonight,0--
9978,Puff Daddy & Faith Evans Featuring 112,4,I'll Be Missing You,0--
9979,Rampage Featuring Billy Lawrence,5,Take It To The Streets,0--
9980,Mack 10,6,Backyard Boogie,0--
9981,Coolio Featuring 40 Thevz,7,"C U When U Get There (From ""Nothing To Lose"")",0--
9982,Bone Thugs-N-Harmony,8,Look Into My Eyes,0--
9983,The Whoridas,9,Talkin' Bout' Bank,0--
9984,Scarface Featuring 2Pac & Johnny P,10,Smile,0--
9985,Nastyboy Klick Featuring Roger Troutman,11,Down For Yours,0--
9986,Foxy Brown Featuring Dru Hill,12,"Big Bad Mamma (From ""Def Jam's How To Be A Player"")",0--
9987,DJ Taz Featuring Raheem The Dream,13,That's Right,0--
9988,O.C. Featuring Yvette Michele,14,Far From Yours,0--
9989,CRU Featuring Slick Rick,15,Just Another Case,0--
9990,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",16,"If I Could Change (From ""I'm Bout It"")",0--
9991,AZ Featuring SWV,17,Hey AZ,0--
9992,"Trapp, Tupac & Notorious B.I.G.",18,Be The Realist,0--
9993,Tha Alkaholiks Featuring Ol' Dirty Bastard,19,Hip Hop Drunkies,0--
9994,Warren G Featuring Ronald Isley,20,Smokin' Me Out,0--
9995,Royal Flush,21,Iced Down Medallions,0--
9996,Freak Nasty,22,Da' Dip,0--
9997,Young M.C.,23,On & Poppin',0--
9998,Foxy Brown Featuring Jay-Z,24,I'll Be,0--
9999,The Notorious B.I.G.,25,Hypnotize,0--
10000,Magoo And Timbaland,1,Up Jumps Da Boogie,6--
10001,The Notorious B.I.G. Featuring Puff Daddy & Mase,2,Mo Money Mo Problems,6--
10002,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",3,Not Tonight,6--
10003,Master P Featuring Pimp C And The Shocker,4,I Miss My Homies,6--
10004,Puff Daddy & Faith Evans Featuring 112,5,I'll Be Missing You,6--
10005,Rampage Featuring Billy Lawrence,6,Take It To The Streets,6--
10006,Mack 10,7,Backyard Boogie,6--
10007,The Whoridas,8,Talkin' Bout' Bank,6--
10008,Coolio Featuring 40 Thevz,9,"C U When U Get There (From ""Nothing To Lose"")",6--
10009,Common Featuring Chantay Savage,10,Reminding Me (Of Sef),6--
10010,Nastyboy Klick Featuring Roger Troutman,11,Down For Yours,6--
10011,Bone Thugs-N-Harmony,12,Look Into My Eyes,6--
10012,Scarface Featuring 2Pac & Johnny P,13,Smile,6--
10013,O.C. Featuring Yvette Michele,14,Far From Yours,6--
10014,CRU Featuring Slick Rick,15,Just Another Case,6--
10015,Tha Alkaholiks Featuring Ol' Dirty Bastard,16,Hip Hop Drunkies,6--
10016,DJ Kool,17,I Got Dat Feelin',6--
10017,Foxy Brown Featuring Dru Hill,18,"Big Bad Mamma (From ""Def Jam's How To Be A Player"")",6--
10018,AZ Featuring SWV,19,Hey AZ,6--
10019,DJ Taz Featuring Raheem The Dream,20,That's Right,6--
10020,"Trapp, Tupac & Notorious B.I.G.",21,Be The Realist,6--
10021,Kinfusion,22,Crooked Green Papers,6--
10022,Freak Nasty,23,Da' Dip,6--
10023,Warren G Featuring Ronald Isley,24,Smokin' Me Out,6--
10024,Royal Flush,25,Iced Down Medallions,6--
10025,Magoo And Timbaland,1,Up Jumps Da Boogie,3--
10026,The Notorious B.I.G. Featuring Puff Daddy & Mase,2,Mo Money Mo Problems,3--
10027,Master P Featuring Pimp C And The Shocker,3,I Miss My Homies,3--
10028,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",4,Not Tonight,3--
10029,Puff Daddy & Faith Evans Featuring 112,5,I'll Be Missing You,3--
10030,Mack 10,6,Backyard Boogie,3--
10031,Rampage Featuring Billy Lawrence,7,Take It To The Streets,3--
10032,The Whoridas,8,Talkin' Bout' Bank,3--
10033,Coolio Featuring 40 Thevz,9,"C U When U Get There (From ""Nothing To Lose"")",3--
10034,Common Featuring Chantay Savage,10,Reminding Me (Of Sef),3--
10035,Nastyboy Klick Featuring Roger Troutman,11,Down For Yours,3--
10036,Bone Thugs-N-Harmony,12,Look Into My Eyes,3--
10037,Scarface Featuring 2Pac & Johnny P,13,Smile,3--
10038,"Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One",14,Men Of Steel,3--
10039,DJ Kool,15,I Got Dat Feelin',3--
10040,CRU Featuring Slick Rick,16,Just Another Case,3--
10041,Foxy Brown Featuring Dru Hill,17,"Big Bad Mamma (From ""Def Jam's How To Be A Player"")",3--
10042,Royal Flush,18,Iced Down Medallions,3--
10043,O.C. Featuring Yvette Michele,19,Far From Yours,3--
10044,DJ Taz Featuring Raheem The Dream,20,That's Right,3--
10045,"Trapp, Tupac & Notorious B.I.G.",21,Be The Realist,3--
10046,Tha Alkaholiks Featuring Ol' Dirty Bastard,22,Hip Hop Drunkies,3--
10047,CRU,23,Bubblin',3--
10048,Kinfusion,24,Crooked Green Papers,3--
10049,Young M.C.,25,On & Poppin',3--
10050,Magoo And Timbaland,1,Up Jumps Da Boogie,0--
10051,The Notorious B.I.G. Featuring Puff Daddy & Mase,2,Mo Money Mo Problems,0--
10052,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",3,Not Tonight,0--
10053,Puff Daddy & Faith Evans Featuring 112,4,I'll Be Missing You,0--
10054,Master P Featuring Pimp C And The Shocker,5,I Miss My Homies,0--
10055,Mack 10,6,Backyard Boogie,0--
10056,Rampage Featuring Billy Lawrence,7,Take It To The Streets,0--
10057,Lost Boyz,8,Me And My Crazy World,0--
10058,Refugee Camp All Stars Featuring Pras (With Ky-mani),9,Avenues,0--
10059,Nastyboy Klick Featuring Roger Troutman,10,Down For Yours,0--
10060,The Whoridas,11,Talkin' Bout' Bank,0--
10061,Common Featuring Chantay Savage,12,Reminding Me (Of Sef),0--
10062,Coolio Featuring 40 Thevz,13,"C U When U Get There (From ""Nothing To Lose"")",0--
10063,"Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One",14,Men Of Steel,0--
10064,Hurricane G,15,Somebody Else,0--
10065,Bone Thugs-N-Harmony,16,Look Into My Eyes,0--
10066,Kinfusion,17,Crooked Green Papers,0--
10067,Scarface Featuring 2Pac & Johnny P,18,Smile,0--
10068,"Trapp, Tupac & Notorious B.I.G.",19,Be The Realist,0--
10069,Royal Flush,20,Iced Down Medallions,0--
10070,O.C. Featuring Yvette Michele,21,Far From Yours,0--
10071,CRU Featuring Slick Rick,22,Just Another Case,0--
10072,DJ Kool,23,I Got Dat Feelin',0--
10073,Blac Haze,24,Let Me Holla At Cha,0--
10074,Foxy Brown Featuring Dru Hill,25,"Big Bad Mamma (From ""Def Jam's How To Be A Player"")",0--
10075,Magoo And Timbaland,1,Up Jumps Da Boogie,7--
10076,The Notorious B.I.G. Featuring Puff Daddy & Mase,2,Mo Money Mo Problems,7--
10077,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",3,Not Tonight,7--
10078,Master P Featuring Pimp C And The Shocker,4,I Miss My Homies,7--
10079,Puff Daddy & Faith Evans Featuring 112,5,I'll Be Missing You,7--
10080,Refugee Camp All Stars Featuring Pras (With Ky-mani),6,Avenues,7--
10081,Mack 10,7,Backyard Boogie,7--
10082,Lost Boyz,8,Me And My Crazy World,7--
10083,Rampage Featuring Billy Lawrence,9,Take It To The Streets,7--
10084,The Whoridas,10,Talkin' Bout' Bank,7--
10085,Common Featuring Chantay Savage,11,Reminding Me (Of Sef),7--
10086,The Beatnuts Featuring Big Punisher & Cuban Link,12,Off The Books,7--
10087,"Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One",13,Men Of Steel,7--
10088,Nastyboy Klick Featuring Roger Troutman,14,Down For Yours,7--
10089,Hurricane G,15,Somebody Else,7--
10090,Coolio Featuring 40 Thevz,16,"C U When U Get There (From ""Nothing To Lose"")",7--
10091,EPMD,17,The Joint,7--
10092,DFC,18,Listen (Five Minutes),7--
10093,Bone Thugs-N-Harmony,19,Look Into My Eyes,7--
10094,Tha Alkaholiks Featuring Ol' Dirty Bastard,20,Hip Hop Drunkies,7--
10095,Royal Flush,21,Iced Down Medallions,7--
10096,DJ Kool,22,I Got Dat Feelin',7--
10097,Scarface Featuring 2Pac & Johnny P,23,Smile,7--
10098,Kinfusion,24,Crooked Green Papers,7--
10099,RBL Posse,25,How We Comin',7--
10100,Magoo And Timbaland,1,Up Jumps Da Boogie,4--
10101,Master P Featuring Pimp C And The Shocker,2,I Miss My Homies,4--
10102,The Notorious B.I.G. Featuring Puff Daddy & Mase,3,Mo Money Mo Problems,4--
10103,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",4,Not Tonight,4--
10104,Refugee Camp All Stars Featuring Pras (With Ky-mani),5,Avenues,4--
10105,Puff Daddy & Faith Evans Featuring 112,6,I'll Be Missing You,4--
10106,Lost Boyz,7,Me And My Crazy World,4--
10107,Mack 10,8,Backyard Boogie,4--
10108,Rampage Featuring Billy Lawrence,9,Take It To The Streets,4--
10109,Hurricane G,10,Somebody Else,4--
10110,"Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One",11,Men Of Steel,4--
10111,Common Featuring Chantay Savage,12,Reminding Me (Of Sef),4--
10112,The Beatnuts Featuring Big Punisher & Cuban Link,13,Off The Books,4--
10113,The Whoridas,14,Talkin' Bout' Bank,4--
10114,Kinfusion,15,Crooked Green Papers,4--
10115,Jay-Z Featuring Babyface And Foxy Brown,16,Sunshine,4--
10116,Nastyboy Klick Featuring Roger Troutman,17,Down For Yours,4--
10117,"Trapp, Tupac & Notorious B.I.G.",18,Be The Realist,4--
10118,Coolio Featuring 40 Thevz,19,"C U When U Get There (From ""Nothing To Lose"")",4--
10119,Royal Flush,20,Iced Down Medallions,4--
10120,Blac Haze,21,Let Me Holla At Cha,4--
10121,Mad Dog Clique,22,Bump'n In Your Trunk,4--
10122,RBL Posse,23,How We Comin',4--
10123,Bone Thugs-N-Harmony,24,Look Into My Eyes,4--
10124,Tha Alkaholiks Featuring Ol' Dirty Bastard,25,Hip Hop Drunkies,4--
10125,Magoo And Timbaland,1,Up Jumps Da Boogie,1--
10126,Master P Featuring Pimp C And The Shocker,2,I Miss My Homies,1--
10127,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",3,Not Tonight,1--
10128,Refugee Camp All Stars Featuring Pras (With Ky-mani),4,Avenues,1--
10129,The Notorious B.I.G. Featuring Puff Daddy & Mase,5,Mo Money Mo Problems,1--
10130,Lost Boyz,6,Me And My Crazy World,1--
10131,Puff Daddy & Faith Evans Featuring 112,7,I'll Be Missing You,1--
10132,Mack 10,8,Backyard Boogie,1--
10133,Common Featuring Chantay Savage,9,Reminding Me (Of Sef),1--
10134,Hurricane G,10,Somebody Else,1--
10135,Rampage Featuring Billy Lawrence,11,Take It To The Streets,1--
10136,The Beatnuts Featuring Big Punisher & Cuban Link,12,Off The Books,1--
10137,Kinfusion,13,Crooked Green Papers,1--
10138,"Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One",14,Men Of Steel,1--
10139,Nastyboy Klick Featuring Roger Troutman,15,Down For Yours,1--
10140,Mr. Money Loc,16,Imma Rolla,1--
10141,"Trapp, Tupac & Notorious B.I.G.",17,Be The Realist,1--
10142,Mad Dog Clique,18,Bump'n In Your Trunk,1--
10143,Jay-Z Featuring Babyface And Foxy Brown,19,Sunshine,1--
10144,Coolio Featuring 40 Thevz,20,"C U When U Get There (From ""Nothing To Lose"")",1--
10145,Wu-Tang Clan,21,It's Yourz,1--
10146,Royal Flush,22,Iced Down Medallions,1--
10147,Bone Thugs-N-Harmony,23,Look Into My Eyes,1--
10148,Blac Haze,24,Let Me Holla At Cha,1--
10149,NX,25,Get Up,1--
10150,Magoo And Timbaland,1,Up Jumps Da Boogie,8--
10151,Master P Featuring Pimp C And The Shocker,2,I Miss My Homies,8--
10152,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",3,Not Tonight,8--
10153,Refugee Camp All Stars Featuring Pras (With Ky-mani),4,Avenues,8--
10154,Lost Boyz,5,Me And My Crazy World,8--
10155,The Notorious B.I.G. Featuring Puff Daddy & Mase,6,Mo Money Mo Problems,8--
10156,Mack 10,7,Backyard Boogie,8--
10157,Puff Daddy & Faith Evans Featuring 112,8,I'll Be Missing You,8--
10158,Bone Thugs-N-Harmony,9,If I Could Teach The World,8--
10159,"Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One",10,Men Of Steel,8--
10160,Hurricane G,11,Somebody Else,8--
10161,Mr. Money Loc,12,Imma Rolla,8--
10162,Common Featuring Chantay Savage,13,Reminding Me (Of Sef),8--
10163,Rampage Featuring Billy Lawrence,14,Take It To The Streets,8--
10164,Kinfusion,15,Crooked Green Papers,8--
10165,The Beatnuts Featuring Big Punisher & Cuban Link,16,Off The Books,8--
10166,Nastyboy Klick Featuring Roger Troutman,17,Down For Yours,8--
10167,Royal Flush,18,Iced Down Medallions,8--
10168,NX,19,Get Up,8--
10169,Mad Dog Clique,20,Bump'n In Your Trunk,8--
10170,The Whoridas,21,Talkin' Bout' Bank,8--
10171,RBL Posse,22,How We Comin',8--
10172,"Trapp, Tupac & Notorious B.I.G.",23,Be The Realist,8--
10173,Coolio Featuring 40 Thevz,24,"C U When U Get There (From ""Nothing To Lose"")",8--
10174,Blac Haze,25,Let Me Holla At Cha,8--
10175,Magoo And Timbaland,1,Up Jumps Da Boogie,5--
10176,Master P Featuring Pimp C And The Shocker,2,I Miss My Homies,5--
10177,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",3,Not Tonight,5--
10178,Refugee Camp All Stars Featuring Pras (With Ky-mani),4,Avenues,5--
10179,Mack 10,5,Backyard Boogie,5--
10180,Bone Thugs-N-Harmony,6,If I Could Teach The World,5--
10181,Lost Boyz,7,Me And My Crazy World,5--
10182,The Notorious B.I.G. Featuring Puff Daddy & Mase,8,Mo Money Mo Problems,5--
10183,Puff Daddy & Faith Evans Featuring 112,9,I'll Be Missing You,5--
