,artist,rank,title,week
8489,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",15,Champions,2--
8490,Drake,16,Childs Play,2--
8491,ScHoolboy Q Featuring Kanye West,17,THat Part,2--
8492,Pitbull Featuring Enrique Iglesias,18,Messin' Around,2--
8493,Drake,19,Still Here,2--
8494,Drake Featuring Future,20,Grammys,2--
8495,D.R.A.M. Featuring Lil Yachty,21,Broccoli,2--
8496,Chance The Rapper Featuring Lil Wayne & 2 Chainz,22,No Problem,2--
8497,Lil Uzi Vert,23,Money Longer,2--
8498,Wale,24,My PYT,2--
8499,Kanye West,25,Father Stretch My Hands Pt. 1,2--
8500,Desiigner,1,Panda,9--
8501,Kent Jones,2,Don't Mind,9--
8502,Drake Featuring Rihanna,3,Too Good,9--
8503,Future Featuring The Weeknd,4,Low Life,9--
8504,DJ Khaled Featuring Drake,5,For Free,9--
8505,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",6,All The Way Up,9--
8506,O.T. Genasis Featuring Young Dolph,7,Cut It,9--
8507,Future,8,Wicked,9--
8508,Kevin Gates,9,Really Really,9--
8509,Drake Featuring The Throne,10,Pop Style,9--
8510,MadeinTYO,11,Uber Everywhere,9--
8511,Fetty Wap,12,Wake Up,9--
8512,D.R.A.M. Featuring Lil Yachty,13,Broccoli,9--
8513,ScHoolboy Q Featuring Kanye West,14,THat Part,9--
8514,Drake,15,Hype,9--
8515,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",16,Champions,9--
8516,Wale,17,My PYT,9--
8517,Drake,18,Childs Play,9--
8518,Drake,19,Still Here,9--
8519,YG Featuring Drake & Kamaiyah,20,Why You Always Hatin?,9--
8520,Drake Featuring Future,21,Grammys,9--
8521,Lil Uzi Vert,22,Money Longer,9--
8522,Chance The Rapper Featuring Lil Wayne & 2 Chainz,23,No Problem,9--
8523,Kanye West,24,Father Stretch My Hands Pt. 1,9--
8524,Pitbull Featuring Enrique Iglesias,25,Messin' Around,9--
8525,Desiigner,1,Panda,6--
8526,Kent Jones,2,Don't Mind,6--
8527,DJ Khaled Featuring Drake,3,For Free,6--
8528,Drake Featuring Rihanna,4,Too Good,6--
8529,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",5,All The Way Up,6--
8530,Future Featuring The Weeknd,6,Low Life,6--
8531,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",7,Sucker For Pain,6--
8532,O.T. Genasis Featuring Young Dolph,8,Cut It,6--
8533,Future,9,Wicked,6--
8534,D.R.A.M. Featuring Lil Yachty,10,Broccoli,6--
8535,Kevin Gates,11,Really Really,6--
8536,MadeinTYO,12,Uber Everywhere,6--
8537,Fetty Wap,13,Wake Up,6--
8538,DJ Khaled Featuring Jay Z & Future,14,I Got The Keys,6--
8539,Drake Featuring The Throne,15,Pop Style,6--
8540,ScHoolboy Q Featuring Kanye West,16,THat Part,6--
8541,Kanye West,17,Famous,6--
8542,Wale,18,My PYT,6--
8543,Drake,19,Hype,6--
8544,Drake,20,Childs Play,6--
8545,Lil Uzi Vert,21,Money Longer,6--
8546,Drake Featuring Future,22,Grammys,6--
8547,Drake,23,Still Here,6--
8548,Kanye West,24,Father Stretch My Hands Pt. 1,6--
8549,Chance The Rapper Featuring Lil Wayne & 2 Chainz,25,No Problem,6--
8550,Desiigner,1,Panda,3--
8551,Kent Jones,2,Don't Mind,3--
8552,DJ Khaled Featuring Drake,3,For Free,3--
8553,Drake Featuring Rihanna,4,Too Good,3--
8554,Future Featuring The Weeknd,5,Low Life,3--
8555,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",6,All The Way Up,3--
8556,Fergie,7,M.I.L.F. $,3--
8557,O.T. Genasis Featuring Young Dolph,8,Cut It,3--
8558,D.R.A.M. Featuring Lil Yachty,9,Broccoli,3--
8559,Future,10,Wicked,3--
8560,Fetty Wap,11,Wake Up,3--
8561,DJ Khaled Featuring Jay Z & Future,12,I Got The Keys,3--
8562,MadeinTYO,13,Uber Everywhere,3--
8563,ScHoolboy Q Featuring Kanye West,14,THat Part,3--
8564,Drake Featuring The Throne,15,Pop Style,3--
8565,Wale,16,My PYT,3--
8566,Kanye West,17,Famous,3--
8567,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",18,Sucker For Pain,3--
8568,Pitbull Featuring Enrique Iglesias,19,Messin' Around,3--
8569,Lil Uzi Vert,20,Money Longer,3--
8570,YG Featuring Drake & Kamaiyah,21,Why You Always Hatin?,3--
8571,Drake,22,Childs Play,3--
8572,Drake,23,Still Here,3--
8573,Drake,24,Hype,3--
8574,French Montana Featuring Kodak Black,25,Lockjaw,3--
8575,Desiigner,1,Panda,0--
8576,Kent Jones,2,Don't Mind,0--
8577,DJ Khaled Featuring Drake,3,For Free,0--
8578,Drake Featuring Rihanna,4,Too Good,0--
8579,Future Featuring The Weeknd,5,Low Life,0--
8580,DJ Khaled Featuring Jay Z & Future,6,I Got The Keys,0--
8581,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",7,All The Way Up,0--
8582,D.R.A.M. Featuring Lil Yachty,8,Broccoli,0--
8583,Future,9,Wicked,0--
8584,ScHoolboy Q Featuring Kanye West,10,THat Part,0--
8585,O.T. Genasis Featuring Young Dolph,11,Cut It,0--
8586,MadeinTYO,12,Uber Everywhere,0--
8587,Fetty Wap,13,Wake Up,0--
8588,Wale,14,My PYT,0--
8589,Drake Featuring The Throne,15,Pop Style,0--
8590,Lil Uzi Vert,16,Money Longer,0--
8591,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",17,Sucker For Pain,0--
8592,French Montana Featuring Kodak Black,18,Lockjaw,0--
8593,Fergie,19,M.I.L.F. $,0--
8594,YG Featuring Drake & Kamaiyah,20,Why You Always Hatin?,0--
8595,Kanye West,21,Famous,0--
8596,Lil Uzi Vert,22,You Was Right,0--
8597,Drake,23,Childs Play,0--
8598,Chance The Rapper Featuring Lil Wayne & 2 Chainz,24,No Problem,0--
8599,Kanye West,25,Father Stretch My Hands Pt. 1,0--
8600,Kent Jones,1,Don't Mind,6--
8601,Desiigner,2,Panda,6--
8602,DJ Khaled Featuring Drake,3,For Free,6--
8603,Drake Featuring Rihanna,4,Too Good,6--
8604,DJ Khaled Featuring Jay Z & Future,5,I Got The Keys,6--
8605,Future Featuring The Weeknd,6,Low Life,6--
8606,D.R.A.M. Featuring Lil Yachty,7,Broccoli,6--
8607,ScHoolboy Q Featuring Kanye West,8,THat Part,6--
8608,Future,9,Wicked,6--
8609,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",10,All The Way Up,6--
8610,Wale,11,My PYT,6--
8611,MadeinTYO,12,Uber Everywhere,6--
8612,Fetty Wap,13,Wake Up,6--
8613,Kanye West,14,Famous,6--
8614,Drake Featuring The Throne,15,Pop Style,6--
8615,French Montana Featuring Kodak Black,16,Lockjaw,6--
8616,Lil Uzi Vert,17,Money Longer,6--
8617,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",18,Sucker For Pain,6--
8618,Fergie,19,M.I.L.F. $,6--
8619,YG Featuring Drake & Kamaiyah,20,Why You Always Hatin?,6--
8620,French Montana Featuring Drake,21,No Shopping,6--
8621,Lil Uzi Vert,22,You Was Right,6--
8622,Chance The Rapper Featuring Lil Wayne & 2 Chainz,23,No Problem,6--
8623,Drake,24,Childs Play,6--
8624,Dae Dae,25,"Wat U Mean (Aye, Aye, Aye)",6--
8625,Desiigner,1,Panda,3--
8626,Kent Jones,2,Don't Mind,3--
8627,DJ Khaled Featuring Drake,3,For Free,3--
8628,Drake Featuring Rihanna,4,Too Good,3--
8629,D.R.A.M. Featuring Lil Yachty,5,Broccoli,3--
8630,DJ Khaled Featuring Jay Z & Future,6,I Got The Keys,3--
8631,Future Featuring The Weeknd,7,Low Life,3--
8632,ScHoolboy Q Featuring Kanye West,8,THat Part,3--
8633,Desiigner,9,Tiimmy Turner,3--
8634,Future,10,Wicked,3--
8635,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",11,All The Way Up,3--
8636,Wale,12,My PYT,3--
8637,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",13,Sucker For Pain,3--
8638,Skrillex & Rick Ross,14,Purple Lamborghini,3--
8639,Lil Uzi Vert,15,Money Longer,3--
8640,MadeinTYO,16,Uber Everywhere,3--
8641,Kanye West,17,Famous,3--
8642,French Montana Featuring Kodak Black,18,Lockjaw,3--
8643,Fetty Wap,19,Wake Up,3--
8644,Drake Featuring The Throne,20,Pop Style,3--
8645,French Montana Featuring Drake,21,No Shopping,3--
8646,Gucci Mane & Drake,22,Back On Road,3--
8647,Dae Dae,23,"Wat U Mean (Aye, Aye, Aye)",3--
8648,Lil Yachty,24,1 Night,3--
8649,Gucci Mane Featuring Kanye West,25,P**** Print,3--
8650,Desiigner,1,Panda,0--
8651,DJ Khaled Featuring Drake,2,For Free,0--
8652,Kent Jones,3,Don't Mind,0--
8653,Drake Featuring Rihanna,4,Too Good,0--
8654,D.R.A.M. Featuring Lil Yachty,5,Broccoli,0--
8655,DJ Khaled Featuring Jay Z & Future,6,I Got The Keys,0--
8656,Future Featuring The Weeknd,7,Low Life,0--
8657,French Montana Featuring Drake,8,No Shopping,0--
8658,Desiigner,9,Tiimmy Turner,0--
8659,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",10,Sucker For Pain,0--
8660,Future,11,Wicked,0--
8661,ScHoolboy Q Featuring Kanye West,12,THat Part,0--
8662,Wale,13,My PYT,0--
8663,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",14,All The Way Up,0--
8664,Lil Uzi Vert,15,Money Longer,0--
8665,MadeinTYO,16,Uber Everywhere,0--
8666,French Montana Featuring Kodak Black,17,Lockjaw,0--
8667,Dae Dae,18,"Wat U Mean (Aye, Aye, Aye)",0--
8668,Fetty Wap,19,Wake Up,0--
8669,Drake Featuring The Throne,20,Pop Style,0--
8670,Kanye West,21,Father Stretch My Hands Pt. 1,0--
8671,"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",22,Holy Key,0--
8672,Kanye West,23,Famous,0--
8673,Skrillex & Rick Ross,24,Purple Lamborghini,0--
8674,Lil Uzi Vert,25,You Was Right,0--
8675,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",1,Sucker For Pain,7--
8676,Desiigner,2,Panda,7--
8677,Drake Featuring Rihanna,3,Too Good,7--
8678,DJ Khaled Featuring Drake,4,For Free,7--
8679,Kent Jones,5,Don't Mind,7--
8680,D.R.A.M. Featuring Lil Yachty,6,Broccoli,7--
8681,Skrillex & Rick Ross,7,Purple Lamborghini,7--
8682,DJ Khaled Featuring Jay Z & Future,8,I Got The Keys,7--
8683,Desiigner,9,Tiimmy Turner,7--
8684,ScHoolboy Q Featuring Kanye West,10,THat Part,7--
8685,Wale,11,My PYT,7--
8686,Future,12,Wicked,7--
8687,French Montana Featuring Drake,13,No Shopping,7--
8688,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",14,All The Way Up,7--
8689,Lil Uzi Vert,15,Money Longer,7--
8690,Dae Dae,16,"Wat U Mean (Aye, Aye, Aye)",7--
8691,MadeinTYO,17,Uber Everywhere,7--
8692,French Montana Featuring Kodak Black,18,Lockjaw,7--
8693,Kanye West,19,Father Stretch My Hands Pt. 1,7--
8694,Rob $tone Featuring J. Davi$ & Spooks,20,Chill Bill,7--
8695,Drake Featuring The Throne,21,Pop Style,7--
8696,Lil Uzi Vert,22,You Was Right,7--
8697,Fetty Wap,23,Wake Up,7--
8698,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",24,Do You Mind,7--
8699,Chance The Rapper Featuring Lil Wayne & 2 Chainz,25,No Problem,7--
8700,Drake Featuring Rihanna,1,Too Good,3--
8701,DJ Khaled Featuring Drake,2,For Free,3--
8702,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain,3--
8703,Desiigner,4,Panda,3--
8704,D.R.A.M. Featuring Lil Yachty,5,Broccoli,3--
8705,Kent Jones,6,Don't Mind,3--
8706,Desiigner,7,Tiimmy Turner,3--
8707,DJ Khaled Featuring Jay Z & Future,8,I Got The Keys,3--
8708,Skrillex & Rick Ross,9,Purple Lamborghini,3--
8709,ScHoolboy Q Featuring Kanye West,10,THat Part,3--
8710,Wale,11,My PYT,3--
8711,Future,12,Wicked,3--
8712,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",13,All The Way Up,3--
8713,Lil Uzi Vert,14,Money Longer,3--
8714,Dae Dae,15,"Wat U Mean (Aye, Aye, Aye)",3--
8715,French Montana Featuring Drake,16,No Shopping,3--
8716,YG Featuring Drake & Kamaiyah,17,Why You Always Hatin?,3--
8717,Kanye West,18,Father Stretch My Hands Pt. 1,3--
8718,Rae Sremmurd,19,Look Alive,3--
8719,Rob $tone Featuring J. Davi$ & Spooks,20,Chill Bill,3--
8720,French Montana Featuring Kodak Black,21,Lockjaw,3--
8721,Drake Featuring The Throne,22,Pop Style,3--
8722,Chance The Rapper Featuring Lil Wayne & 2 Chainz,23,No Problem,3--
8723,Young Thug And Travis Scott Featuring Quavo,24,Pick Up The Phone,3--
8724,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",25,Do You Mind,3--
8725,Drake Featuring Rihanna,1,Too Good,0--
8726,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",2,Sucker For Pain,0--
8727,DJ Khaled Featuring Drake,3,For Free,0--
8728,D.R.A.M. Featuring Lil Yachty,4,Broccoli,0--
8729,Desiigner,5,Panda,0--
8730,Desiigner,6,Tiimmy Turner,0--
8731,Kent Jones,7,Don't Mind,0--
8732,DJ Khaled Featuring Jay Z & Future,8,I Got The Keys,0--
8733,Skrillex & Rick Ross,9,Purple Lamborghini,0--
8734,ScHoolboy Q Featuring Kanye West,10,THat Part,0--
8735,Wale,11,My PYT,0--
8736,Lil Uzi Vert,12,Money Longer,0--
8737,YG Featuring Drake & Kamaiyah,13,Why You Always Hatin?,0--
8738,Future,14,Wicked,0--
8739,Dae Dae,15,"Wat U Mean (Aye, Aye, Aye)",0--
8740,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",16,All The Way Up,0--
8741,Kanye West,17,Father Stretch My Hands Pt. 1,0--
8742,French Montana Featuring Drake,18,No Shopping,0--
8743,Rob $tone Featuring J. Davi$ & Spooks,19,Chill Bill,0--
8744,Young Thug And Travis Scott Featuring Quavo,20,Pick Up The Phone,0--
8745,Chance The Rapper Featuring Lil Wayne & 2 Chainz,21,No Problem,0--
8746,Lil Yachty,22,1 Night,0--
8747,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",23,Do You Mind,0--
8748,French Montana Featuring Kodak Black,24,Lockjaw,0--
8749,Rae Sremmurd,25,Look Alive,0--
8750,Drake Featuring Rihanna,1,Too Good,7--
8751,D.R.A.M. Featuring Lil Yachty,2,Broccoli,7--
8752,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain,7--
8753,DJ Khaled Featuring Drake,4,For Free,7--
8754,Desiigner,5,Panda,7--
8755,Desiigner,6,Tiimmy Turner,7--
8756,Kent Jones,7,Don't Mind,7--
8757,DJ Khaled Featuring Jay Z & Future,8,I Got The Keys,7--
8758,Lil Uzi Vert,9,Money Longer,7--
8759,ScHoolboy Q Featuring Kanye West,10,THat Part,7--
8760,Skrillex & Rick Ross,11,Purple Lamborghini,7--
8761,Wale,12,My PYT,7--
8762,Rob $tone Featuring J. Davi$ & Spooks,13,Chill Bill,7--
8763,YG Featuring Drake & Kamaiyah,14,Why You Always Hatin?,7--
8764,Dae Dae,15,"Wat U Mean (Aye, Aye, Aye)",7--
8765,Kanye West,16,Father Stretch My Hands Pt. 1,7--
8766,Young Thug And Travis Scott Featuring Quavo,17,Pick Up The Phone,7--
8767,French Montana Featuring Drake,18,No Shopping,7--
8768,Chance The Rapper Featuring Lil Wayne & 2 Chainz,19,No Problem,7--
8769,DJ ESCO Featuring Future & Lil Uzi Vert,20,Too Much Sauce,7--
8770,Lil Yachty,21,1 Night,7--
8771,Young M.A,22,OOOUUU,7--
8772,Future,23,Wicked,7--
8773,Young Thug,24,Wyclef Jean,7--
8774,Lil Uzi Vert,25,You Was Right,7--
8775,D.R.A.M. Featuring Lil Yachty,1,Broccoli,4--
8776,Drake Featuring Rihanna,2,Too Good,4--
8777,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain,4--
8778,DJ Khaled Featuring Drake,4,For Free,4--
8779,Desiigner,5,Panda,4--
8780,Desiigner,6,Tiimmy Turner,4--
8781,Young Thug And Travis Scott Featuring Quavo,7,Pick Up The Phone,4--
8782,Kent Jones,8,Don't Mind,4--
8783,Rob $tone Featuring J. Davi$ & Spooks,9,Chill Bill,4--
8784,DJ Khaled Featuring Jay Z & Future,10,I Got The Keys,4--
8785,Lil Uzi Vert,11,Money Longer,4--
8786,Kanye West,12,Father Stretch My Hands Pt. 1,4--
8787,ScHoolboy Q Featuring Kanye West,13,THat Part,4--
8788,Dae Dae,14,"Wat U Mean (Aye, Aye, Aye)",4--
8789,YG Featuring Drake & Kamaiyah,15,Why You Always Hatin?,4--
8790,Skrillex & Rick Ross,16,Purple Lamborghini,4--
8791,Wale,17,My PYT,4--
8792,Chance The Rapper Featuring Lil Wayne & 2 Chainz,18,No Problem,4--
8793,Drake,19,Childs Play,4--
8794,DJ ESCO Featuring Future & Lil Uzi Vert,20,Too Much Sauce,4--
8795,Young M.A,21,OOOUUU,4--
8796,Lil Yachty,22,1 Night,4--
8797,French Montana Featuring Drake,23,No Shopping,4--
8798,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",24,Wishing,4--
8799,Travis Scott,25,Goosebumps,4--
8800,D.R.A.M. Featuring Lil Yachty,1,Broccoli,1--
8801,Drake Featuring Rihanna,2,Too Good,1--
8802,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain,1--
8803,Desiigner,4,Panda,1--
8804,DJ Khaled Featuring Drake,5,For Free,1--
8805,Desiigner,6,Tiimmy Turner,1--
8806,Young Thug And Travis Scott Featuring Quavo,7,Pick Up The Phone,1--
8807,Rob $tone Featuring J. Davi$ & Spooks,8,Chill Bill,1--
8808,Lil Uzi Vert,9,Money Longer,1--
8809,Kanye West,10,Father Stretch My Hands Pt. 1,1--
8810,Kent Jones,11,Don't Mind,1--
8811,DJ Khaled Featuring Jay Z & Future,12,I Got The Keys,1--
8812,Chance The Rapper Featuring Lil Wayne & 2 Chainz,13,No Problem,1--
8813,ScHoolboy Q Featuring Kanye West,14,THat Part,1--
8814,Young M.A,15,OOOUUU,1--
8815,Dae Dae,16,"Wat U Mean (Aye, Aye, Aye)",1--
8816,Amine,17,Caroline,1--
8817,Post Malone Featuring Justin Bieber,18,Deja Vu,1--
8818,YG Featuring Drake & Kamaiyah,19,Why You Always Hatin?,1--
8819,Skrillex & Rick Ross,20,Purple Lamborghini,1--
8820,DJ ESCO Featuring Future & Lil Uzi Vert,21,Too Much Sauce,1--
8821,Lil Yachty,22,1 Night,1--
8822,Wale,23,My PYT,1--
8823,Drake,24,Childs Play,1--
8824,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",25,Wishing,1--
8825,D.R.A.M. Featuring Lil Yachty,1,Broccoli,8--
8826,Drake Featuring Rihanna,2,Too Good,8--
8827,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain,8--
8828,Desiigner,4,Panda,8--
8829,DJ Khaled Featuring Drake,5,For Free,8--
8830,Desiigner,6,Tiimmy Turner,8--
8831,Rob $tone Featuring J. Davi$ & Spooks,7,Chill Bill,8--
8832,Young Thug And Travis Scott Featuring Quavo,8,Pick Up The Phone,8--
8833,Young M.A,9,OOOUUU,8--
8834,Chance The Rapper Featuring Lil Wayne & 2 Chainz,10,No Problem,8--
8835,Kanye West,11,Father Stretch My Hands Pt. 1,8--
8836,Zay Hilfigerrr & Zayion McCall,12,Juju On That Beat (TZ Anthem),8--
8837,Lil Uzi Vert,13,Money Longer,8--
8838,Amine,14,Caroline,8--
8839,Lil Yachty,15,1 Night,8--
8840,Kent Jones,16,Don't Mind,8--
8841,DJ Khaled Featuring Jay Z & Future,17,I Got The Keys,8--
8842,Rae Sremmurd Featuring Gucci Mane,18,Black Beatles,8--
8843,ScHoolboy Q Featuring Kanye West,19,THat Part,8--
8844,Dae Dae,20,"Wat U Mean (Aye, Aye, Aye)",8--
8845,21 Savage & Metro Boomin Featuring Future,21,X,8--
8846,DJ ESCO Featuring Future & Lil Uzi Vert,22,Too Much Sauce,8--
8847,YG Featuring Drake & Kamaiyah,23,Why You Always Hatin?,8--
8848,YFN Lucci Featuring Migos & Trouble,24,Key To The Streets,8--
8849,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",25,Do You Mind,8--
8850,D.R.A.M. Featuring Lil Yachty,1,Broccoli,5--
8851,Drake Featuring Rihanna,2,Too Good,5--
8852,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain,5--
8853,Desiigner,4,Panda,5--
8854,DJ Khaled Featuring Drake,5,For Free,5--
8855,Young M.A,6,OOOUUU,5--
8856,Rob $tone Featuring J. Davi$ & Spooks,7,Chill Bill,5--
8857,Rae Sremmurd Featuring Gucci Mane,8,Black Beatles,5--
8858,Desiigner,9,Tiimmy Turner,5--
8859,Young Thug And Travis Scott Featuring Quavo,10,Pick Up The Phone,5--
8860,Amine,11,Caroline,5--
8861,Chance The Rapper Featuring Lil Wayne & 2 Chainz,12,No Problem,5--
8862,Kanye West,13,Father Stretch My Hands Pt. 1,5--
8863,Lil Yachty,14,1 Night,5--
8864,Lil Uzi Vert,15,Money Longer,5--
8865,21 Savage & Metro Boomin Featuring Future,16,X,5--
8866,DJ ESCO Featuring Future & Lil Uzi Vert,17,Too Much Sauce,5--
8867,DJ Khaled Featuring Jay Z & Future,18,I Got The Keys,5--
8868,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",19,Do You Mind,5--
8869,ScHoolboy Q Featuring Kanye West,20,THat Part,5--
8870,Dae Dae,21,"Wat U Mean (Aye, Aye, Aye)",5--
8871,Lil Uzi Vert,22,You Was Right,5--
8872,YFN Lucci Featuring Migos & Trouble,23,Key To The Streets,5--
8873,YG Featuring Drake & Kamaiyah,24,Why You Always Hatin?,5--
8874,Travis Scott,25,Goosebumps,5--
8875,D.R.A.M. Featuring Lil Yachty,1,Broccoli,2--
8876,Drake Featuring Rihanna,2,Too Good,2--
8877,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain,2--
8878,Young M.A,4,OOOUUU,2--
8879,Desiigner,5,Panda,2--
8880,Desiigner,6,Tiimmy Turner,2--
8881,DJ Khaled Featuring Drake,7,For Free,2--
8882,Rae Sremmurd Featuring Gucci Mane,8,Black Beatles,2--
8883,Rob $tone Featuring J. Davi$ & Spooks,9,Chill Bill,2--
8884,Amine,10,Caroline,2--
8885,Young Thug And Travis Scott Featuring Quavo,11,Pick Up The Phone,2--
8886,Chance The Rapper Featuring Lil Wayne & 2 Chainz,12,No Problem,2--
8887,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",13,Do You Mind,2--
8888,Kanye West,14,Father Stretch My Hands Pt. 1,2--
8889,Lil Yachty,15,1 Night,2--
8890,Lil Uzi Vert,16,Money Longer,2--
8891,DJ ESCO Featuring Future & Lil Uzi Vert,17,Too Much Sauce,2--
8892,21 Savage & Metro Boomin Featuring Future,18,X,2--
8893,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",19,Wishing,2--
8894,Lil Uzi Vert,20,You Was Right,2--
8895,Dae Dae,21,"Wat U Mean (Aye, Aye, Aye)",2--
8896,YFN Lucci Featuring Migos & Trouble,22,Key To The Streets,2--
8897,ScHoolboy Q Featuring Kanye West,23,THat Part,2--
8898,Zay Hilfigerrr & Zayion McCall,24,Juju On That Beat (TZ Anthem),2--
8899,DJ Khaled Featuring Jay Z & Future,25,I Got The Keys,2--
8900,D.R.A.M. Featuring Lil Yachty,1,Broccoli,9--
8901,Zay Hilfigerrr & Zayion McCall,2,Juju On That Beat (TZ Anthem),9--
8902,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain,9--
8903,Drake Featuring Rihanna,4,Too Good,9--
8904,Young M.A,5,OOOUUU,9--
8905,Desiigner,6,Panda,9--
8906,Rae Sremmurd Featuring Gucci Mane,7,Black Beatles,9--
8907,Amine,8,Caroline,9--
8908,Desiigner,9,Tiimmy Turner,9--
8909,DJ Khaled Featuring Drake,10,For Free,9--
8910,Rob $tone Featuring J. Davi$ & Spooks,11,Chill Bill,9--
8911,Young Thug And Travis Scott Featuring Quavo,12,Pick Up The Phone,9--
8912,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",13,Do You Mind,9--
8913,Chance The Rapper Featuring Lil Wayne & 2 Chainz,14,No Problem,9--
8914,Lil Yachty,15,1 Night,9--
8915,Kanye West,16,Father Stretch My Hands Pt. 1,9--
8916,DJ ESCO Featuring Future & Lil Uzi Vert,17,Too Much Sauce,9--
8917,21 Savage & Metro Boomin Featuring Future,18,X,9--
8918,Lil Uzi Vert,19,Money Longer,9--
8919,Lil Uzi Vert,20,You Was Right,9--
8920,YFN Lucci Featuring Migos & Trouble,21,Key To The Streets,9--
8921,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",22,Wishing,9--
8922,Dae Dae,23,"Wat U Mean (Aye, Aye, Aye)",9--
8923,ScHoolboy Q Featuring Kanye West,24,THat Part,9--
8924,DJ Khaled Featuring Jay Z & Future,25,I Got The Keys,9--
