,artist,rank,title,week
4390,Rocko Featuring Future & Rick Ross,16,U.O.E.N.O.,1--
4391,Lupe Fiasco & Guy Sebastian,17,Battle Scars,1--
4392,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",18,Molly,1--
4393,Nicki Minaj Featuring Lil Wayne,19,High School,1--
4394,Future Featuring Lil Wayne,20,Karate Chop (Remix),1--
4395,"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",21,Memories Back Then,1--
4396,Young Jeezy Featuring 2 Chainz,22,R.I.P.,1--
4397,A$AP Rocky Featuring Skrillex,23,Wild For The Night,1--
4398,French Montana Featuring Nicki Minaj,24,Freaks,1--
4399,Juicy J Featuring Big Sean & Young Jeezy,25,Show Out,1--
4400,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us,8--
4401,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop,8--
4402,Pitbull Featuring Christina Aguilera,3,Feel This Moment,8--
4403,Drake,4,Started From The Bottom,8--
4404,J. Cole Featuring Miguel,5,Power Trip,8--
4405,Lil Wayne Featuring Drake & Future,6,Love Me,8--
4406,Wale Featuring Tiara Thomas Or Rihanna,7,Bad,8--
4407,PSY,8,Gentleman,8--
4408,Ace Hood Featuring Future & Rick Ross,9,Bugatti,8--
4409,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",10,F**kin Problems,8--
4410,Lil Wayne Featuring 2 Chainz,11,Rich As F**k,8--
4411,Kendrick Lamar,12,"Bitch, Don't Kill My Vibe",8--
4412,Rocko Featuring Future & Rick Ross,13,U.O.E.N.O.,8--
4413,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",14,No New Friends (SFTB Remix),8--
4414,Kendrick Lamar Featuring Drake,15,Poetic Justice,8--
4415,B.o.B Featuring T.I. & Juicy J,16,We Still In This B****,8--
4416,Future Featuring Lil Wayne,17,Karate Chop (Remix),8--
4417,A$AP Rocky Featuring Skrillex,18,Wild For The Night,8--
4418,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",19,Molly,8--
4419,Nicki Minaj Featuring Lil Wayne,20,High School,8--
4420,Young Jeezy Featuring 2 Chainz,21,R.I.P.,8--
4421,Fabolous Featuring Chris Brown,22,Ready,8--
4422,"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",23,Memories Back Then,8--
4423,French Montana Featuring Nicki Minaj,24,Freaks,8--
4424,Juicy J Featuring Big Sean & Young Jeezy,25,Show Out,8--
4425,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us,5--
4426,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop,5--
4427,Pitbull Featuring Christina Aguilera,3,Feel This Moment,5--
4428,Drake,4,Started From The Bottom,5--
4429,J. Cole Featuring Miguel,5,Power Trip,5--
4430,Lil Wayne Featuring Drake & Future,6,Love Me,5--
4431,Wale Featuring Tiara Thomas Or Rihanna,7,Bad,5--
4432,Ace Hood Featuring Future & Rick Ross,8,Bugatti,5--
4433,PSY,9,Gentleman,5--
4434,Lil Wayne Featuring 2 Chainz,10,Rich As F**k,5--
4435,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",11,F**kin Problems,5--
4436,Rocko Featuring Future & Rick Ross,12,U.O.E.N.O.,5--
4437,Kendrick Lamar,13,"Bitch, Don't Kill My Vibe",5--
4438,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",14,No New Friends (SFTB Remix),5--
4439,Kendrick Lamar Featuring Drake,15,Poetic Justice,5--
4440,B.o.B Featuring T.I. & Juicy J,16,We Still In This B****,5--
4441,A$AP Rocky Featuring Skrillex,17,Wild For The Night,5--
4442,Future Featuring Lil Wayne,18,Karate Chop (Remix),5--
4443,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",19,Molly,5--
4444,Fabolous Featuring Chris Brown,20,Ready,5--
4445,Nicki Minaj Featuring Lil Wayne,21,High School,5--
4446,Young Jeezy Featuring 2 Chainz,22,R.I.P.,5--
4447,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",23,Tapout,5--
4448,Juicy J Featuring Big Sean & Young Jeezy,24,Show Out,5--
4449,French Montana Featuring Nicki Minaj,25,Freaks,5--
4450,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us,1--
4451,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop,1--
4452,Pitbull Featuring Christina Aguilera,3,Feel This Moment,1--
4453,Drake,4,Started From The Bottom,1--
4454,J. Cole Featuring Miguel,5,Power Trip,1--
4455,Lil Wayne Featuring Drake & Future,6,Love Me,1--
4456,Wale Featuring Tiara Thomas Or Rihanna,7,Bad,1--
4457,Kendrick Lamar,8,"Bitch, Don't Kill My Vibe",1--
4458,Ace Hood Featuring Future & Rick Ross,9,Bugatti,1--
4459,Rocko Featuring Future & Rick Ross,10,U.O.E.N.O.,1--
4460,Lil Wayne Featuring 2 Chainz,11,Rich As F**k,1--
4461,PSY,12,Gentleman,1--
4462,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",13,No New Friends (SFTB Remix),1--
4463,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",14,F**kin Problems,1--
4464,B.o.B Featuring T.I. & Juicy J,15,We Still In This B****,1--
4465,Kendrick Lamar Featuring Drake,16,Poetic Justice,1--
4466,Macklemore & Ryan Lewis Featuring Mary Lambert,17,Same Love,1--
4467,Nicki Minaj Featuring Lil Wayne,18,High School,1--
4468,A$AP Rocky Featuring Skrillex,19,Wild For The Night,1--
4469,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",20,Tapout,1--
4470,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",21,Molly,1--
4471,Future Featuring Lil Wayne,22,Karate Chop (Remix),1--
4472,Fabolous Featuring Chris Brown,23,Ready,1--
4473,Young Jeezy Featuring 2 Chainz,24,R.I.P.,1--
4474,Drop City Yacht Club Featuring Jeremih,25,Crickets,1--
4475,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us,8--
4476,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop,8--
4477,Pitbull Featuring Christina Aguilera,3,Feel This Moment,8--
4478,J. Cole Featuring Miguel,4,Power Trip,8--
4479,Drake,5,Started From The Bottom,8--
4480,Lil Wayne Featuring Drake & Future,6,Love Me,8--
4481,Wale Featuring Tiara Thomas Or Rihanna,7,Bad,8--
4482,Rocko Featuring Future & Rick Ross,8,U.O.E.N.O.,8--
4483,Kendrick Lamar,9,"Bitch, Don't Kill My Vibe",8--
4484,Ace Hood Featuring Future & Rick Ross,10,Bugatti,8--
4485,Lil Wayne Featuring 2 Chainz,11,Rich As F**k,8--
4486,PSY,12,Gentleman,8--
4487,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",13,No New Friends (SFTB Remix),8--
4488,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",14,F**kin Problems,8--
4489,2 Chainz & Wiz Khalifa,15,We Own It (Fast & Furious),8--
4490,Nicki Minaj Featuring Lil Wayne,16,High School,8--
4491,B.o.B Featuring 2 Chainz,17,HeadBand,8--
4492,B.o.B Featuring T.I. & Juicy J,18,We Still In This B****,8--
4493,Macklemore & Ryan Lewis Featuring Mary Lambert,19,Same Love,8--
4494,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",20,Tapout,8--
4495,A$AP Rocky Featuring Skrillex,21,Wild For The Night,8--
4496,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",22,Molly,8--
4497,T.I. Featuring Lil Wayne,23,Wit Me,8--
4498,Future Featuring Lil Wayne,24,Karate Chop (Remix),8--
4499,A$AP Ferg,25,Work,8--
4500,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us,5--
4501,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop,5--
4502,2 Chainz & Wiz Khalifa,3,We Own It (Fast & Furious),5--
4503,J. Cole Featuring Miguel,4,Power Trip,5--
4504,Pitbull Featuring Christina Aguilera,5,Feel This Moment,5--
4505,Drake,6,Started From The Bottom,5--
4506,Wale Featuring Tiara Thomas Or Rihanna,7,Bad,5--
4507,Lil Wayne Featuring Drake & Future,8,Love Me,5--
4508,Rocko Featuring Future & Rick Ross,9,U.O.E.N.O.,5--
4509,Kendrick Lamar,10,"Bitch, Don't Kill My Vibe",5--
4510,Lil Wayne Featuring 2 Chainz,11,Rich As F**k,5--
4511,Ace Hood Featuring Future & Rick Ross,12,Bugatti,5--
4512,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",13,F**kin Problems,5--
4513,PSY,14,Gentleman,5--
4514,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",15,No New Friends (SFTB Remix),5--
4515,Macklemore & Ryan Lewis Featuring Mary Lambert,16,Same Love,5--
4516,B.o.B Featuring T.I. & Juicy J,17,We Still In This B****,5--
4517,Nicki Minaj Featuring Lil Wayne,18,High School,5--
4518,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",19,Tapout,5--
4519,B.o.B Featuring 2 Chainz,20,HeadBand,5--
4520,T.I. Featuring Lil Wayne,21,Wit Me,5--
4521,A$AP Rocky Featuring Skrillex,22,Wild For The Night,5--
4522,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",23,Molly,5--
4523,Fabolous Featuring Chris Brown,24,Ready,5--
4524,Future Featuring Lil Wayne,25,Karate Chop (Remix),5--
4525,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us,2--
4526,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop,2--
4527,Wale Featuring Tiara Thomas Or Rihanna,3,Bad,2--
4528,J. Cole Featuring Miguel,4,Power Trip,2--
4529,2 Chainz & Wiz Khalifa,5,We Own It (Fast & Furious),2--
4530,Pitbull Featuring Christina Aguilera,6,Feel This Moment,2--
4531,Drake,7,Started From The Bottom,2--
4532,Lil Wayne Featuring Drake & Future,8,Love Me,2--
4533,Kendrick Lamar,9,"Bitch, Don't Kill My Vibe",2--
4534,Lil Wayne Featuring 2 Chainz,10,Rich As F**k,2--
4535,Rocko Featuring Future & Rick Ross,11,U.O.E.N.O.,2--
4536,Macklemore & Ryan Lewis Featuring Mary Lambert,12,Same Love,2--
4537,Ace Hood Featuring Future & Rick Ross,13,Bugatti,2--
4538,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",14,No New Friends (SFTB Remix),2--
4539,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",15,F**kin Problems,2--
4540,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",16,Tapout,2--
4541,B.o.B Featuring T.I. & Juicy J,17,We Still In This B****,2--
4542,PSY,18,Gentleman,2--
4543,Nicki Minaj Featuring Lil Wayne,19,High School,2--
4544,A$AP Rocky Featuring Skrillex,20,Wild For The Night,2--
4545,Fabolous Featuring Chris Brown,21,Ready,2--
4546,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",22,Molly,2--
4547,A$AP Ferg,23,Work,2--
4548,French Montana,24,Ain't Worried About Nothin,2--
4549,B.o.B Featuring 2 Chainz,25,HeadBand,2--
4550,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us,9--
4551,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop,9--
4552,J. Cole Featuring Miguel,3,Power Trip,9--
4553,Wale Featuring Tiara Thomas Or Rihanna,4,Bad,9--
4554,Macklemore & Ryan Lewis Featuring Mary Lambert,5,Same Love,9--
4555,Pitbull Featuring Christina Aguilera,6,Feel This Moment,9--
4556,Drake,7,Started From The Bottom,9--
4557,Rocko Featuring Future & Rick Ross,8,U.O.E.N.O.,9--
4558,Lil Wayne Featuring 2 Chainz,9,Rich As F**k,9--
4559,Kendrick Lamar,10,"Bitch, Don't Kill My Vibe",9--
4560,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",11,No New Friends (SFTB Remix),9--
4561,Lil Wayne Featuring Drake & Future,12,Love Me,9--
4562,2 Chainz & Wiz Khalifa,13,We Own It (Fast & Furious),9--
4563,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",14,Tapout,9--
4564,Ace Hood Featuring Future & Rick Ross,15,Bugatti,9--
4565,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",16,F**kin Problems,9--
4566,B.o.B Featuring T.I. & Juicy J,17,We Still In This B****,9--
4567,PSY,18,Gentleman,9--
4568,Nicki Minaj Featuring Lil Wayne,19,High School,9--
4569,B.o.B Featuring 2 Chainz,20,HeadBand,9--
4570,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",21,Bubble Butt,9--
4571,Fabolous Featuring Chris Brown,22,Ready,9--
4572,French Montana,23,Ain't Worried About Nothin,9--
4573,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",24,Molly,9--
4574,A$AP Ferg,25,Work,9--
4575,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us,6--
4576,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop,6--
4577,J. Cole Featuring Miguel,3,Power Trip,6--
4578,Wale Featuring Tiara Thomas Or Rihanna,4,Bad,6--
4579,Macklemore & Ryan Lewis Featuring Mary Lambert,5,Same Love,6--
4580,Pitbull Featuring Christina Aguilera,6,Feel This Moment,6--
4581,Rocko Featuring Future & Rick Ross,7,U.O.E.N.O.,6--
4582,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",8,No New Friends (SFTB Remix),6--
4583,Lil Wayne Featuring 2 Chainz,9,Rich As F**k,6--
4584,Kendrick Lamar,10,"Bitch, Don't Kill My Vibe",6--
4585,Drake,11,Started From The Bottom,6--
4586,Lil Wayne Featuring Drake & Future,12,Love Me,6--
4587,Kanye West,13,New Slaves,6--
4588,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",14,Tapout,6--
4589,Kanye West,15,Black Skinhead,6--
4590,B.o.B Featuring T.I. & Juicy J,16,We Still In This B****,6--
4591,2 Chainz & Wiz Khalifa,17,We Own It (Fast & Furious),6--
4592,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",18,F**kin Problems,6--
4593,J. Cole Featuring TLC,19,Crooked Smile,6--
4594,PSY,20,Gentleman,6--
4595,Nicki Minaj Featuring Lil Wayne,21,High School,6--
4596,Kanye West,22,Blood On The Leaves,6--
4597,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",23,Bubble Butt,6--
4598,French Montana,24,Ain't Worried About Nothin,6--
4599,Wale Featuring Sam Dew,25,LoveHate Thing,6--
4600,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us,3--
4601,Macklemore & Ryan Lewis Featuring Mary Lambert,2,Same Love,3--
4602,J. Cole Featuring Miguel,3,Power Trip,3--
4603,Macklemore & Ryan Lewis Featuring Wanz,4,Thrift Shop,3--
4604,Wale Featuring Tiara Thomas Or Rihanna,5,Bad,3--
4605,Rocko Featuring Future & Rick Ross,6,U.O.E.N.O.,3--
4606,Kendrick Lamar,7,"Bitch, Don't Kill My Vibe",3--
4607,Pitbull Featuring Christina Aguilera,8,Feel This Moment,3--
4608,Lil Wayne Featuring 2 Chainz,9,Rich As F**k,3--
4609,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",10,No New Friends (SFTB Remix),3--
4610,Drake,11,Started From The Bottom,3--
4611,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",12,Tapout,3--
4612,Lil Wayne Featuring Drake & Future,13,Love Me,3--
4613,B.o.B Featuring T.I. & Juicy J,14,We Still In This B****,3--
4614,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",15,F**kin Problems,3--
4615,J. Cole Featuring TLC,16,Crooked Smile,3--
4616,2 Chainz & Wiz Khalifa,17,We Own It (Fast & Furious),3--
4617,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",18,Bubble Butt,3--
4618,PSY,19,Gentleman,3--
4619,French Montana,20,Ain't Worried About Nothin,3--
4620,Nicki Minaj Featuring Lil Wayne,21,High School,3--
4621,Kanye West,22,Black Skinhead,3--
4622,Kanye West,23,New Slaves,3--
4623,Big Sean Featuring Lil Wayne & Jhene Aiko,24,Beware,3--
4624,Juicy J Featuring Wale & Trey Songz,25,Bounce It,3--
4625,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us,0--
4626,Macklemore & Ryan Lewis Featuring Mary Lambert,2,Same Love,0--
4627,J. Cole Featuring Miguel,3,Power Trip,0--
4628,Macklemore & Ryan Lewis Featuring Wanz,4,Thrift Shop,0--
4629,Rocko Featuring Future & Rick Ross,5,U.O.E.N.O.,0--
4630,Wale Featuring Tiara Thomas Or Rihanna,6,Bad,0--
4631,Kendrick Lamar,7,"Bitch, Don't Kill My Vibe",0--
4632,Lil Wayne Featuring 2 Chainz,8,Rich As F**k,0--
4633,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",9,No New Friends (SFTB Remix),0--
4634,Drake,10,Started From The Bottom,0--
4635,Pitbull Featuring Christina Aguilera,11,Feel This Moment,0--
4636,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",12,Tapout,0--
4637,Lil Wayne Featuring Drake & Future,13,Love Me,0--
4638,J. Cole Featuring TLC,14,Crooked Smile,0--
4639,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",15,F**kin Problems,0--
4640,2 Chainz Featuring Pharrell,16,Feds Watching,0--
4641,B.o.B Featuring T.I. & Juicy J,17,We Still In This B****,0--
4642,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",18,Bubble Butt,0--
4643,French Montana,19,Ain't Worried About Nothin,0--
4644,PSY,20,Gentleman,0--
4645,Nicki Minaj Featuring Lil Wayne,21,High School,0--
4646,2 Chainz & Wiz Khalifa,22,We Own It (Fast & Furious),0--
4647,Wale Featuring Sam Dew,23,LoveHate Thing,0--
4648,Kanye West,24,Black Skinhead,0--
4649,B.o.B Featuring 2 Chainz,25,HeadBand,0--
4650,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us,7--
4651,Jay Z Featuring Justin Timberlake,2,Holy Grail,7--
4652,Macklemore & Ryan Lewis Featuring Mary Lambert,3,Same Love,7--
4653,J. Cole Featuring Miguel,4,Power Trip,7--
4654,Macklemore & Ryan Lewis Featuring Wanz,5,Thrift Shop,7--
4655,Rocko Featuring Future & Rick Ross,6,U.O.E.N.O.,7--
4656,Wale Featuring Tiara Thomas Or Rihanna,7,Bad,7--
4657,JAY-Z,8,Tom Ford,7--
4658,Lil Wayne Featuring 2 Chainz,9,Rich As F**k,7--
4659,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",10,Tapout,7--
4660,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",11,No New Friends (SFTB Remix),7--
4661,Kendrick Lamar,12,"Bitch, Don't Kill My Vibe",7--
4662,Pitbull Featuring Christina Aguilera,13,Feel This Moment,7--
4663,Drake,14,Started From The Bottom,7--
4664,J. Dash,15,Wop,7--
4665,J. Cole Featuring TLC,16,Crooked Smile,7--
4666,Lil Wayne Featuring Drake & Future,17,Love Me,7--
4667,Jay Z Featuring Rick Ross,18,F*ckwithmeyouknowigotit,7--
4668,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",19,Bubble Butt,7--
4669,French Montana,20,Ain't Worried About Nothin,7--
4670,Jay Z Featuring Beyonce,21,Part II (On The Run),7--
4671,Jay Z Featuring Frank Ocean,22,Oceans,7--
4672,2 Chainz Featuring Pharrell,23,Feds Watching,7--
4673,The FiNATTiCZ,24,Don't Drop That Thun Thun!,7--
4674,JAY-Z,25,Picasso Baby,7--
4675,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us,3--
4676,Jay Z Featuring Justin Timberlake,2,Holy Grail,3--
4677,Macklemore & Ryan Lewis Featuring Mary Lambert,3,Same Love,3--
4678,Rocko Featuring Future & Rick Ross,4,U.O.E.N.O.,3--
4679,J. Cole Featuring Miguel,5,Power Trip,3--
4680,Macklemore & Ryan Lewis Featuring Wanz,6,Thrift Shop,3--
4681,Wale Featuring Tiara Thomas Or Rihanna,7,Bad,3--
4682,The FiNATTiCZ,8,Don't Drop That Thun Thun!,3--
4683,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",9,Tapout,3--
4684,Lil Wayne Featuring 2 Chainz,10,Rich As F**k,3--
4685,J. Dash,11,Wop,3--
4686,Pitbull Featuring Christina Aguilera,12,Feel This Moment,3--
4687,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",13,No New Friends (SFTB Remix),3--
4688,J. Cole Featuring TLC,14,Crooked Smile,3--
4689,Drake,15,Started From The Bottom,3--
4690,Kendrick Lamar,16,"Bitch, Don't Kill My Vibe",3--
4691,JAY-Z,17,Tom Ford,3--
4692,Sage The Gemini,18,Red Nose,3--
4693,Lil Wayne Featuring Drake & Future,19,Love Me,3--
4694,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",20,Bubble Butt,3--
4695,French Montana,21,Ain't Worried About Nothin,3--
4696,Jay Z Featuring Rick Ross,22,F*ckwithmeyouknowigotit,3--
4697,2 Chainz Featuring Pharrell,23,Feds Watching,3--
4698,B.o.B Featuring 2 Chainz,24,HeadBand,3--
4699,PSY,25,Gentleman,3--
4700,Jay Z Featuring Justin Timberlake,1,Holy Grail,0--
4701,Macklemore & Ryan Lewis Featuring Ray Dalton,2,Can't Hold Us,0--
4702,Macklemore & Ryan Lewis Featuring Mary Lambert,3,Same Love,0--
4703,Rocko Featuring Future & Rick Ross,4,U.O.E.N.O.,0--
4704,J. Cole Featuring Miguel,5,Power Trip,0--
4705,Macklemore & Ryan Lewis Featuring Wanz,6,Thrift Shop,0--
4706,Wale Featuring Tiara Thomas Or Rihanna,7,Bad,0--
4707,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",8,Tapout,0--
4708,The FiNATTiCZ,9,Don't Drop That Thun Thun!,0--
4709,J. Cole Featuring TLC,10,Crooked Smile,0--
4710,Sage The Gemini Featuring IamSu!,11,Gas Pedal,0--
4711,Lil Wayne Featuring 2 Chainz,12,Rich As F**k,0--
4712,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",13,No New Friends (SFTB Remix),0--
4713,Sage The Gemini,14,Red Nose,0--
4714,Pitbull Featuring Christina Aguilera,15,Feel This Moment,0--
4715,Kendrick Lamar,16,"Bitch, Don't Kill My Vibe",0--
4716,French Montana,17,Ain't Worried About Nothin,0--
4717,Drake,18,Started From The Bottom,0--
4718,J. Dash,19,Wop,0--
4719,Lil Wayne Featuring Drake & Future,20,Love Me,0--
4720,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",21,Bubble Butt,0--
4721,JAY-Z,22,Tom Ford,0--
4722,2 Chainz Featuring Pharrell,23,Feds Watching,0--
4723,B.o.B Featuring 2 Chainz,24,HeadBand,0--
4724,Jay Z Featuring Rick Ross,25,F*ckwithmeyouknowigotit,0--
4725,Jay Z Featuring Justin Timberlake,1,Holy Grail,7--
4726,Macklemore & Ryan Lewis Featuring Mary Lambert,2,Same Love,7--
4727,Macklemore & Ryan Lewis Featuring Ray Dalton,3,Can't Hold Us,7--
4728,J. Cole Featuring Miguel,4,Power Trip,7--
4729,Macklemore & Ryan Lewis Featuring Wanz,5,Thrift Shop,7--
4730,Rocko Featuring Future & Rick Ross,6,U.O.E.N.O.,7--
4731,Wale Featuring Tiara Thomas Or Rihanna,7,Bad,7--
4732,Sage The Gemini Featuring IamSu!,8,Gas Pedal,7--
4733,J. Cole Featuring TLC,9,Crooked Smile,7--
4734,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",10,Tapout,7--
4735,The FiNATTiCZ,11,Don't Drop That Thun Thun!,7--
4736,Sage The Gemini,12,Red Nose,7--
4737,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",13,No New Friends (SFTB Remix),7--
4738,Pitbull Featuring Christina Aguilera,14,Feel This Moment,7--
4739,Lil Wayne Featuring 2 Chainz,15,Rich As F**k,7--
4740,French Montana,16,Ain't Worried About Nothin,7--
4741,Kendrick Lamar,17,"Bitch, Don't Kill My Vibe",7--
4742,B.o.B Featuring 2 Chainz,18,HeadBand,7--
4743,Drake,19,Started From The Bottom,7--
4744,Lil Wayne Featuring Drake & Future,20,Love Me,7--
4745,2 Chainz Featuring Pharrell,21,Feds Watching,7--
4746,JAY-Z,22,Tom Ford,7--
4747,Rich Homie Quan,23,Type Of Way,7--
4748,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",24,Bubble Butt,7--
4749,Jay Z Featuring Rick Ross,25,F*ckwithmeyouknowigotit,7--
4750,Jay Z Featuring Justin Timberlake,1,Holy Grail,4--
4751,Macklemore & Ryan Lewis Featuring Mary Lambert,2,Same Love,4--
4752,Macklemore & Ryan Lewis Featuring Ray Dalton,3,Can't Hold Us,4--
4753,Macklemore & Ryan Lewis Featuring Wanz,4,Thrift Shop,4--
4754,Sage The Gemini Featuring IamSu!,5,Gas Pedal,4--
4755,J. Cole Featuring Miguel,6,Power Trip,4--
4756,The FiNATTiCZ,7,Don't Drop That Thun Thun!,4--
4757,Rocko Featuring Future & Rick Ross,8,U.O.E.N.O.,4--
4758,Wale Featuring Tiara Thomas Or Rihanna,9,Bad,4--
4759,J. Cole Featuring TLC,10,Crooked Smile,4--
4760,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",11,Tapout,4--
4761,Sage The Gemini,12,Red Nose,4--
4762,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",13,Bubble Butt,4--
4763,French Montana,14,Ain't Worried About Nothin,4--
4764,B.o.B Featuring 2 Chainz,15,HeadBand,4--
4765,Kendrick Lamar,16,"Bitch, Don't Kill My Vibe",4--
4766,Pitbull Featuring Christina Aguilera,17,Feel This Moment,4--
4767,2 Chainz Featuring Pharrell,18,Feds Watching,4--
4768,Drake,19,Started From The Bottom,4--
4769,Rich Homie Quan,20,Type Of Way,4--
4770,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",21,No New Friends (SFTB Remix),4--
4771,JAY-Z,22,Tom Ford,4--
4772,Big Sean Featuring Lil Wayne & Jhene Aiko,23,Beware,4--
4773,Wale Featuring Sam Dew,24,LoveHate Thing,4--
4774,Jay Z Featuring Rick Ross,25,F*ckwithmeyouknowigotit,4--
4775,Jay Z Featuring Justin Timberlake,1,Holy Grail,1--
4776,Macklemore & Ryan Lewis Featuring Mary Lambert,2,Same Love,1--
4777,Macklemore & Ryan Lewis Featuring Ray Dalton,3,Can't Hold Us,1--
4778,Sage The Gemini Featuring IamSu!,4,Gas Pedal,1--
4779,J. Cole Featuring Miguel,5,Power Trip,1--
4780,Macklemore & Ryan Lewis Featuring Wanz,6,Thrift Shop,1--
4781,J. Cole Featuring TLC,7,Crooked Smile,1--
4782,The FiNATTiCZ,8,Don't Drop That Thun Thun!,1--
4783,Rocko Featuring Future & Rick Ross,9,U.O.E.N.O.,1--
4784,Wale Featuring Tiara Thomas Or Rihanna,10,Bad,1--
4785,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",11,Tapout,1--
4786,Big Sean Featuring Lil Wayne & Jhene Aiko,12,Beware,1--
4787,Sage The Gemini,13,Red Nose,1--
4788,Rich Homie Quan,14,Type Of Way,1--
