,artist,rank,title
4238,Young Jeezy Featuring 2 Chainz,14,R.I.P.
4239,2 Chainz,15,I'm Different
4240,Future,16,Neva End
4241,Juicy J Featuring Big Sean & Young Jeezy,17,Show Out
4242,French Montana Featuring Nicki Minaj,18,Freaks
4243,Lupe Fiasco & Guy Sebastian,19,Battle Scars
4244,B.o.B Featuring T.I. & Juicy J,20,We Still In This B****
4245,"DJ Drama Featuring Wale, Tyga & Roscoe Dash",21,So Many Girls
4246,Tyga Featuring Rick Ross,22,Dope
4247,Chief Keef,23,Love Sosa
4248,Future Featuring Lil Wayne,24,Karate Chop (Remix)
4249,Kendrick Lamar,25,"Bitch, Don't Kill My Vibe"
4250,Macklemore & Ryan Lewis Featuring Wanz,1,Thrift Shop
4251,Drake,2,Started From The Bottom
4252,Pitbull Featuring Christina Aguilera,3,Feel This Moment
4253,Lil Wayne Featuring Drake & Future,4,Love Me
4254,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",5,F**kin Problems
4255,Macklemore & Ryan Lewis Featuring Ray Dalton,6,Can't Hold Us
4256,PSY,7,Gangnam Style
4257,Kendrick Lamar Featuring Drake,8,Poetic Justice
4258,Wale Featuring Tiara Thomas Or Rihanna,9,Bad
4259,Ace Hood Featuring Future & Rick Ross,10,Bugatti
4260,Trinidad James,11,All Gold Everything
4261,J. Cole Featuring Miguel,12,Power Trip
4262,Kendrick Lamar,13,Swimming Pools (Drank)
4263,Young Jeezy Featuring 2 Chainz,14,R.I.P.
4264,2 Chainz,15,I'm Different
4265,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",16,Molly
4266,Future,17,Neva End
4267,B.o.B Featuring T.I. & Juicy J,18,We Still In This B****
4268,Lupe Fiasco & Guy Sebastian,19,Battle Scars
4269,Lil Wayne Featuring 2 Chainz,20,Rich As F**k
4270,Juicy J Featuring Big Sean & Young Jeezy,21,Show Out
4271,J. Dash,22,Wop
4272,Kendrick Lamar,23,"Bitch, Don't Kill My Vibe"
4273,Future Featuring Lil Wayne,24,Karate Chop (Remix)
4274,French Montana Featuring Nicki Minaj,25,Freaks
4275,Macklemore & Ryan Lewis Featuring Wanz,1,Thrift Shop
4276,Drake,2,Started From The Bottom
4277,Pitbull Featuring Christina Aguilera,3,Feel This Moment
4278,Lil Wayne Featuring Drake & Future,4,Love Me
4279,Macklemore & Ryan Lewis Featuring Ray Dalton,5,Can't Hold Us
4280,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",6,F**kin Problems
4281,Wale Featuring Tiara Thomas Or Rihanna,7,Bad
4282,Ace Hood Featuring Future & Rick Ross,8,Bugatti
4283,Kendrick Lamar Featuring Drake,9,Poetic Justice
4284,PSY,10,Gangnam Style
4285,J. Cole Featuring Miguel,11,Power Trip
4286,J. Dash,12,Wop
4287,Trinidad James,13,All Gold Everything
4288,Young Jeezy Featuring 2 Chainz,14,R.I.P.
4289,Kendrick Lamar,15,Swimming Pools (Drank)
4290,2 Chainz,16,I'm Different
4291,Lupe Fiasco & Guy Sebastian,17,Battle Scars
4292,B.o.B Featuring T.I. & Juicy J,18,We Still In This B****
4293,Lil Wayne Featuring 2 Chainz,19,Rich As F**k
4294,Future,20,Neva End
4295,Kendrick Lamar,21,"Bitch, Don't Kill My Vibe"
4296,Future Featuring Lil Wayne,22,Karate Chop (Remix)
4297,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",23,Molly
4298,Juicy J Featuring Big Sean & Young Jeezy,24,Show Out
4299,A$AP Rocky Featuring Skrillex,25,Wild For The Night
4300,Macklemore & Ryan Lewis Featuring Wanz,1,Thrift Shop
4301,Macklemore & Ryan Lewis Featuring Ray Dalton,2,Can't Hold Us
4302,Drake,3,Started From The Bottom
4303,Pitbull Featuring Christina Aguilera,4,Feel This Moment
4304,Lil Wayne Featuring Drake & Future,5,Love Me
4305,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",6,F**kin Problems
4306,Wale Featuring Tiara Thomas Or Rihanna,7,Bad
4307,Ace Hood Featuring Future & Rick Ross,8,Bugatti
4308,J. Cole Featuring Miguel,9,Power Trip
4309,Kendrick Lamar Featuring Drake,10,Poetic Justice
4310,PSY,11,Gangnam Style
4311,Lil Wayne Featuring 2 Chainz,12,Rich As F**k
4312,Young Jeezy Featuring 2 Chainz,13,R.I.P.
4313,Trinidad James,14,All Gold Everything
4314,Kendrick Lamar,15,Swimming Pools (Drank)
4315,Lupe Fiasco & Guy Sebastian,16,Battle Scars
4316,B.o.B Featuring T.I. & Juicy J,17,We Still In This B****
4317,Kendrick Lamar,18,"Bitch, Don't Kill My Vibe"
4318,Future Featuring Lil Wayne,19,Karate Chop (Remix)
4319,Nicki Minaj Featuring Lil Wayne,20,High School
4320,Future,21,Neva End
4321,A$AP Rocky Featuring Skrillex,22,Wild For The Night
4322,Juicy J Featuring Big Sean & Young Jeezy,23,Show Out
4323,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",24,Molly
4324,J. Dash,25,Wop
4325,Macklemore & Ryan Lewis Featuring Wanz,1,Thrift Shop
4326,Macklemore & Ryan Lewis Featuring Ray Dalton,2,Can't Hold Us
4327,Pitbull Featuring Christina Aguilera,3,Feel This Moment
4328,Drake,4,Started From The Bottom
4329,PSY,5,Gentleman
4330,Lil Wayne Featuring Drake & Future,6,Love Me
4331,J. Cole Featuring Miguel,7,Power Trip
4332,Wale Featuring Tiara Thomas Or Rihanna,8,Bad
4333,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",9,F**kin Problems
4334,Ace Hood Featuring Future & Rick Ross,10,Bugatti
4335,Kendrick Lamar Featuring Drake,11,Poetic Justice
4336,Lil Wayne Featuring 2 Chainz,12,Rich As F**k
4337,Kendrick Lamar,13,"Bitch, Don't Kill My Vibe"
4338,Young Jeezy Featuring 2 Chainz,14,R.I.P.
4339,Nicki Minaj Featuring Lil Wayne,15,High School
4340,Lupe Fiasco & Guy Sebastian,16,Battle Scars
4341,Kendrick Lamar,17,Swimming Pools (Drank)
4342,B.o.B Featuring T.I. & Juicy J,18,We Still In This B****
4343,Trinidad James,19,All Gold Everything
4344,Future Featuring Lil Wayne,20,Karate Chop (Remix)
4345,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",21,Molly
4346,A$AP Rocky Featuring Skrillex,22,Wild For The Night
4347,Juicy J Featuring Big Sean & Young Jeezy,23,Show Out
4348,Fabolous Featuring Chris Brown,24,Ready
4349,Rocko Featuring Future & Rick Ross,25,U.O.E.N.O.
4350,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us
4351,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop
4352,PSY,3,Gentleman
4353,Pitbull Featuring Christina Aguilera,4,Feel This Moment
4354,Drake,5,Started From The Bottom
4355,Lil Wayne Featuring Drake & Future,6,Love Me
4356,J. Cole Featuring Miguel,7,Power Trip
4357,Wale Featuring Tiara Thomas Or Rihanna,8,Bad
4358,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",9,F**kin Problems
4359,Ace Hood Featuring Future & Rick Ross,10,Bugatti
4360,Kendrick Lamar Featuring Drake,11,Poetic Justice
4361,Lil Wayne Featuring 2 Chainz,12,Rich As F**k
4362,Kendrick Lamar,13,"Bitch, Don't Kill My Vibe"
4363,Lupe Fiasco & Guy Sebastian,14,Battle Scars
4364,B.o.B Featuring T.I. & Juicy J,15,We Still In This B****
4365,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",16,Molly
4366,Kendrick Lamar,17,Swimming Pools (Drank)
4367,Young Jeezy Featuring 2 Chainz,18,R.I.P.
4368,Nicki Minaj Featuring Lil Wayne,19,High School
4369,Rocko Featuring Future & Rick Ross,20,U.O.E.N.O.
4370,Future Featuring Lil Wayne,21,Karate Chop (Remix)
4371,Juicy J Featuring Big Sean & Young Jeezy,22,Show Out
4372,A$AP Rocky Featuring Skrillex,23,Wild For The Night
4373,French Montana Featuring Nicki Minaj,24,Freaks
4374,Fabolous Featuring Chris Brown,25,Ready
4375,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us
4376,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop
4377,Pitbull Featuring Christina Aguilera,3,Feel This Moment
4378,Drake,4,Started From The Bottom
4379,Lil Wayne Featuring Drake & Future,5,Love Me
4380,J. Cole Featuring Miguel,6,Power Trip
4381,PSY,7,Gentleman
4382,Wale Featuring Tiara Thomas Or Rihanna,8,Bad
4383,Ace Hood Featuring Future & Rick Ross,9,Bugatti
4384,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",10,F**kin Problems
4385,Lil Wayne Featuring 2 Chainz,11,Rich As F**k
4386,Kendrick Lamar Featuring Drake,12,Poetic Justice
4387,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",13,No New Friends (SFTB Remix)
4388,Kendrick Lamar,14,"Bitch, Don't Kill My Vibe"
4389,B.o.B Featuring T.I. & Juicy J,15,We Still In This B****
4390,Rocko Featuring Future & Rick Ross,16,U.O.E.N.O.
4391,Lupe Fiasco & Guy Sebastian,17,Battle Scars
4392,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",18,Molly
4393,Nicki Minaj Featuring Lil Wayne,19,High School
4394,Future Featuring Lil Wayne,20,Karate Chop (Remix)
4395,"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",21,Memories Back Then
4396,Young Jeezy Featuring 2 Chainz,22,R.I.P.
4397,A$AP Rocky Featuring Skrillex,23,Wild For The Night
4398,French Montana Featuring Nicki Minaj,24,Freaks
4399,Juicy J Featuring Big Sean & Young Jeezy,25,Show Out
4400,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us
4401,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop
4402,Pitbull Featuring Christina Aguilera,3,Feel This Moment
4403,Drake,4,Started From The Bottom
4404,J. Cole Featuring Miguel,5,Power Trip
4405,Lil Wayne Featuring Drake & Future,6,Love Me
4406,Wale Featuring Tiara Thomas Or Rihanna,7,Bad
4407,PSY,8,Gentleman
4408,Ace Hood Featuring Future & Rick Ross,9,Bugatti
4409,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",10,F**kin Problems
4410,Lil Wayne Featuring 2 Chainz,11,Rich As F**k
4411,Kendrick Lamar,12,"Bitch, Don't Kill My Vibe"
4412,Rocko Featuring Future & Rick Ross,13,U.O.E.N.O.
4413,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",14,No New Friends (SFTB Remix)
4414,Kendrick Lamar Featuring Drake,15,Poetic Justice
4415,B.o.B Featuring T.I. & Juicy J,16,We Still In This B****
4416,Future Featuring Lil Wayne,17,Karate Chop (Remix)
4417,A$AP Rocky Featuring Skrillex,18,Wild For The Night
4418,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",19,Molly
4419,Nicki Minaj Featuring Lil Wayne,20,High School
4420,Young Jeezy Featuring 2 Chainz,21,R.I.P.
4421,Fabolous Featuring Chris Brown,22,Ready
4422,"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",23,Memories Back Then
4423,French Montana Featuring Nicki Minaj,24,Freaks
4424,Juicy J Featuring Big Sean & Young Jeezy,25,Show Out
4425,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us
4426,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop
4427,Pitbull Featuring Christina Aguilera,3,Feel This Moment
4428,Drake,4,Started From The Bottom
4429,J. Cole Featuring Miguel,5,Power Trip
4430,Lil Wayne Featuring Drake & Future,6,Love Me
4431,Wale Featuring Tiara Thomas Or Rihanna,7,Bad
4432,Ace Hood Featuring Future & Rick Ross,8,Bugatti
4433,PSY,9,Gentleman
4434,Lil Wayne Featuring 2 Chainz,10,Rich As F**k
4435,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",11,F**kin Problems
4436,Rocko Featuring Future & Rick Ross,12,U.O.E.N.O.
4437,Kendrick Lamar,13,"Bitch, Don't Kill My Vibe"
4438,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",14,No New Friends (SFTB Remix)
4439,Kendrick Lamar Featuring Drake,15,Poetic Justice
4440,B.o.B Featuring T.I. & Juicy J,16,We Still In This B****
4441,A$AP Rocky Featuring Skrillex,17,Wild For The Night
4442,Future Featuring Lil Wayne,18,Karate Chop (Remix)
4443,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",19,Molly
4444,Fabolous Featuring Chris Brown,20,Ready
4445,Nicki Minaj Featuring Lil Wayne,21,High School
4446,Young Jeezy Featuring 2 Chainz,22,R.I.P.
4447,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",23,Tapout
4448,Juicy J Featuring Big Sean & Young Jeezy,24,Show Out
4449,French Montana Featuring Nicki Minaj,25,Freaks
4450,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us
4451,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop
4452,Pitbull Featuring Christina Aguilera,3,Feel This Moment
4453,Drake,4,Started From The Bottom
4454,J. Cole Featuring Miguel,5,Power Trip
4455,Lil Wayne Featuring Drake & Future,6,Love Me
4456,Wale Featuring Tiara Thomas Or Rihanna,7,Bad
4457,Kendrick Lamar,8,"Bitch, Don't Kill My Vibe"
4458,Ace Hood Featuring Future & Rick Ross,9,Bugatti
4459,Rocko Featuring Future & Rick Ross,10,U.O.E.N.O.
4460,Lil Wayne Featuring 2 Chainz,11,Rich As F**k
4461,PSY,12,Gentleman
4462,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",13,No New Friends (SFTB Remix)
4463,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",14,F**kin Problems
4464,B.o.B Featuring T.I. & Juicy J,15,We Still In This B****
4465,Kendrick Lamar Featuring Drake,16,Poetic Justice
4466,Macklemore & Ryan Lewis Featuring Mary Lambert,17,Same Love
4467,Nicki Minaj Featuring Lil Wayne,18,High School
4468,A$AP Rocky Featuring Skrillex,19,Wild For The Night
4469,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",20,Tapout
4470,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",21,Molly
4471,Future Featuring Lil Wayne,22,Karate Chop (Remix)
4472,Fabolous Featuring Chris Brown,23,Ready
4473,Young Jeezy Featuring 2 Chainz,24,R.I.P.
4474,Drop City Yacht Club Featuring Jeremih,25,Crickets
4475,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us
4476,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop
4477,Pitbull Featuring Christina Aguilera,3,Feel This Moment
4478,J. Cole Featuring Miguel,4,Power Trip
4479,Drake,5,Started From The Bottom
4480,Lil Wayne Featuring Drake & Future,6,Love Me
4481,Wale Featuring Tiara Thomas Or Rihanna,7,Bad
4482,Rocko Featuring Future & Rick Ross,8,U.O.E.N.O.
4483,Kendrick Lamar,9,"Bitch, Don't Kill My Vibe"
4484,Ace Hood Featuring Future & Rick Ross,10,Bugatti
4485,Lil Wayne Featuring 2 Chainz,11,Rich As F**k
4486,PSY,12,Gentleman
4487,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",13,No New Friends (SFTB Remix)
4488,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",14,F**kin Problems
4489,2 Chainz & Wiz Khalifa,15,We Own It (Fast & Furious)
4490,Nicki Minaj Featuring Lil Wayne,16,High School
4491,B.o.B Featuring 2 Chainz,17,HeadBand
4492,B.o.B Featuring T.I. & Juicy J,18,We Still In This B****
4493,Macklemore & Ryan Lewis Featuring Mary Lambert,19,Same Love
4494,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",20,Tapout
4495,A$AP Rocky Featuring Skrillex,21,Wild For The Night
4496,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",22,Molly
4497,T.I. Featuring Lil Wayne,23,Wit Me
4498,Future Featuring Lil Wayne,24,Karate Chop (Remix)
4499,A$AP Ferg,25,Work
4500,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us
4501,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop
4502,2 Chainz & Wiz Khalifa,3,We Own It (Fast & Furious)
4503,J. Cole Featuring Miguel,4,Power Trip
4504,Pitbull Featuring Christina Aguilera,5,Feel This Moment
4505,Drake,6,Started From The Bottom
4506,Wale Featuring Tiara Thomas Or Rihanna,7,Bad
4507,Lil Wayne Featuring Drake & Future,8,Love Me
4508,Rocko Featuring Future & Rick Ross,9,U.O.E.N.O.
4509,Kendrick Lamar,10,"Bitch, Don't Kill My Vibe"
4510,Lil Wayne Featuring 2 Chainz,11,Rich As F**k
4511,Ace Hood Featuring Future & Rick Ross,12,Bugatti
4512,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",13,F**kin Problems
4513,PSY,14,Gentleman
4514,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",15,No New Friends (SFTB Remix)
4515,Macklemore & Ryan Lewis Featuring Mary Lambert,16,Same Love
4516,B.o.B Featuring T.I. & Juicy J,17,We Still In This B****
4517,Nicki Minaj Featuring Lil Wayne,18,High School
4518,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",19,Tapout
4519,B.o.B Featuring 2 Chainz,20,HeadBand
4520,T.I. Featuring Lil Wayne,21,Wit Me
4521,A$AP Rocky Featuring Skrillex,22,Wild For The Night
4522,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",23,Molly
4523,Fabolous Featuring Chris Brown,24,Ready
4524,Future Featuring Lil Wayne,25,Karate Chop (Remix)
4525,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us
4526,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop
4527,Wale Featuring Tiara Thomas Or Rihanna,3,Bad
4528,J. Cole Featuring Miguel,4,Power Trip
4529,2 Chainz & Wiz Khalifa,5,We Own It (Fast & Furious)
4530,Pitbull Featuring Christina Aguilera,6,Feel This Moment
4531,Drake,7,Started From The Bottom
4532,Lil Wayne Featuring Drake & Future,8,Love Me
4533,Kendrick Lamar,9,"Bitch, Don't Kill My Vibe"
4534,Lil Wayne Featuring 2 Chainz,10,Rich As F**k
4535,Rocko Featuring Future & Rick Ross,11,U.O.E.N.O.
4536,Macklemore & Ryan Lewis Featuring Mary Lambert,12,Same Love
4537,Ace Hood Featuring Future & Rick Ross,13,Bugatti
4538,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",14,No New Friends (SFTB Remix)
4539,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",15,F**kin Problems
4540,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",16,Tapout
4541,B.o.B Featuring T.I. & Juicy J,17,We Still In This B****
4542,PSY,18,Gentleman
4543,Nicki Minaj Featuring Lil Wayne,19,High School
4544,A$AP Rocky Featuring Skrillex,20,Wild For The Night
4545,Fabolous Featuring Chris Brown,21,Ready
4546,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",22,Molly
4547,A$AP Ferg,23,Work
4548,French Montana,24,Ain't Worried About Nothin
4549,B.o.B Featuring 2 Chainz,25,HeadBand
4550,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us
4551,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop
4552,J. Cole Featuring Miguel,3,Power Trip
4553,Wale Featuring Tiara Thomas Or Rihanna,4,Bad
4554,Macklemore & Ryan Lewis Featuring Mary Lambert,5,Same Love
4555,Pitbull Featuring Christina Aguilera,6,Feel This Moment
4556,Drake,7,Started From The Bottom
4557,Rocko Featuring Future & Rick Ross,8,U.O.E.N.O.
4558,Lil Wayne Featuring 2 Chainz,9,Rich As F**k
4559,Kendrick Lamar,10,"Bitch, Don't Kill My Vibe"
4560,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",11,No New Friends (SFTB Remix)
4561,Lil Wayne Featuring Drake & Future,12,Love Me
4562,2 Chainz & Wiz Khalifa,13,We Own It (Fast & Furious)
4563,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",14,Tapout
4564,Ace Hood Featuring Future & Rick Ross,15,Bugatti
4565,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",16,F**kin Problems
4566,B.o.B Featuring T.I. & Juicy J,17,We Still In This B****
4567,PSY,18,Gentleman
4568,Nicki Minaj Featuring Lil Wayne,19,High School
4569,B.o.B Featuring 2 Chainz,20,HeadBand
4570,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",21,Bubble Butt
4571,Fabolous Featuring Chris Brown,22,Ready
4572,French Montana,23,Ain't Worried About Nothin
4573,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",24,Molly
4574,A$AP Ferg,25,Work
4575,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us
4576,Macklemore & Ryan Lewis Featuring Wanz,2,Thrift Shop
4577,J. Cole Featuring Miguel,3,Power Trip
4578,Wale Featuring Tiara Thomas Or Rihanna,4,Bad
4579,Macklemore & Ryan Lewis Featuring Mary Lambert,5,Same Love
4580,Pitbull Featuring Christina Aguilera,6,Feel This Moment
4581,Rocko Featuring Future & Rick Ross,7,U.O.E.N.O.
4582,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",8,No New Friends (SFTB Remix)
4583,Lil Wayne Featuring 2 Chainz,9,Rich As F**k
4584,Kendrick Lamar,10,"Bitch, Don't Kill My Vibe"
4585,Drake,11,Started From The Bottom
4586,Lil Wayne Featuring Drake & Future,12,Love Me
4587,Kanye West,13,New Slaves
4588,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",14,Tapout
4589,Kanye West,15,Black Skinhead
4590,B.o.B Featuring T.I. & Juicy J,16,We Still In This B****
4591,2 Chainz & Wiz Khalifa,17,We Own It (Fast & Furious)
4592,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",18,F**kin Problems
4593,J. Cole Featuring TLC,19,Crooked Smile
4594,PSY,20,Gentleman
4595,Nicki Minaj Featuring Lil Wayne,21,High School
4596,Kanye West,22,Blood On The Leaves
4597,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",23,Bubble Butt
4598,French Montana,24,Ain't Worried About Nothin
4599,Wale Featuring Sam Dew,25,LoveHate Thing
4600,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us
4601,Macklemore & Ryan Lewis Featuring Mary Lambert,2,Same Love
4602,J. Cole Featuring Miguel,3,Power Trip
4603,Macklemore & Ryan Lewis Featuring Wanz,4,Thrift Shop
4604,Wale Featuring Tiara Thomas Or Rihanna,5,Bad
4605,Rocko Featuring Future & Rick Ross,6,U.O.E.N.O.
4606,Kendrick Lamar,7,"Bitch, Don't Kill My Vibe"
4607,Pitbull Featuring Christina Aguilera,8,Feel This Moment
4608,Lil Wayne Featuring 2 Chainz,9,Rich As F**k
4609,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",10,No New Friends (SFTB Remix)
4610,Drake,11,Started From The Bottom
4611,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",12,Tapout
4612,Lil Wayne Featuring Drake & Future,13,Love Me
4613,B.o.B Featuring T.I. & Juicy J,14,We Still In This B****
4614,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",15,F**kin Problems
4615,J. Cole Featuring TLC,16,Crooked Smile
4616,2 Chainz & Wiz Khalifa,17,We Own It (Fast & Furious)
4617,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",18,Bubble Butt
4618,PSY,19,Gentleman
4619,French Montana,20,Ain't Worried About Nothin
4620,Nicki Minaj Featuring Lil Wayne,21,High School
4621,Kanye West,22,Black Skinhead
4622,Kanye West,23,New Slaves
4623,Big Sean Featuring Lil Wayne & Jhene Aiko,24,Beware
4624,Juicy J Featuring Wale & Trey Songz,25,Bounce It
4625,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us
4626,Macklemore & Ryan Lewis Featuring Mary Lambert,2,Same Love
4627,J. Cole Featuring Miguel,3,Power Trip
4628,Macklemore & Ryan Lewis Featuring Wanz,4,Thrift Shop
4629,Rocko Featuring Future & Rick Ross,5,U.O.E.N.O.
4630,Wale Featuring Tiara Thomas Or Rihanna,6,Bad
4631,Kendrick Lamar,7,"Bitch, Don't Kill My Vibe"
4632,Lil Wayne Featuring 2 Chainz,8,Rich As F**k
4633,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",9,No New Friends (SFTB Remix)
4634,Drake,10,Started From The Bottom
4635,Pitbull Featuring Christina Aguilera,11,Feel This Moment
4636,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",12,Tapout
4637,Lil Wayne Featuring Drake & Future,13,Love Me
4638,J. Cole Featuring TLC,14,Crooked Smile
4639,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",15,F**kin Problems
4640,2 Chainz Featuring Pharrell,16,Feds Watching
4641,B.o.B Featuring T.I. & Juicy J,17,We Still In This B****
4642,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",18,Bubble Butt
4643,French Montana,19,Ain't Worried About Nothin
4644,PSY,20,Gentleman
4645,Nicki Minaj Featuring Lil Wayne,21,High School
4646,2 Chainz & Wiz Khalifa,22,We Own It (Fast & Furious)
4647,Wale Featuring Sam Dew,23,LoveHate Thing
4648,Kanye West,24,Black Skinhead
4649,B.o.B Featuring 2 Chainz,25,HeadBand
4650,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us
4651,Jay Z Featuring Justin Timberlake,2,Holy Grail
4652,Macklemore & Ryan Lewis Featuring Mary Lambert,3,Same Love
4653,J. Cole Featuring Miguel,4,Power Trip
4654,Macklemore & Ryan Lewis Featuring Wanz,5,Thrift Shop
4655,Rocko Featuring Future & Rick Ross,6,U.O.E.N.O.
4656,Wale Featuring Tiara Thomas Or Rihanna,7,Bad
4657,JAY-Z,8,Tom Ford
4658,Lil Wayne Featuring 2 Chainz,9,Rich As F**k
4659,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",10,Tapout
4660,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",11,No New Friends (SFTB Remix)
4661,Kendrick Lamar,12,"Bitch, Don't Kill My Vibe"
4662,Pitbull Featuring Christina Aguilera,13,Feel This Moment
4663,Drake,14,Started From The Bottom
4664,J. Dash,15,Wop
4665,J. Cole Featuring TLC,16,Crooked Smile
4666,Lil Wayne Featuring Drake & Future,17,Love Me
4667,Jay Z Featuring Rick Ross,18,F*ckwithmeyouknowigotit
4668,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",19,Bubble Butt
4669,French Montana,20,Ain't Worried About Nothin
4670,Jay Z Featuring Beyonce,21,Part II (On The Run)
4671,Jay Z Featuring Frank Ocean,22,Oceans
4672,2 Chainz Featuring Pharrell,23,Feds Watching
4673,The FiNATTiCZ,24,Don't Drop That Thun Thun!
4674,JAY-Z,25,Picasso Baby
4675,Macklemore & Ryan Lewis Featuring Ray Dalton,1,Can't Hold Us
4676,Jay Z Featuring Justin Timberlake,2,Holy Grail
4677,Macklemore & Ryan Lewis Featuring Mary Lambert,3,Same Love
4678,Rocko Featuring Future & Rick Ross,4,U.O.E.N.O.
4679,J. Cole Featuring Miguel,5,Power Trip
